"","MME_MU","MME_SIZE"
"0610007P14Rik",43.7981798605106,0.648609820799533
"0610009B22Rik",70.0833911370015,0.999096512918831
"0610031J06Rik",264.721376817055,3.45525934698636
"1110007C09Rik",68.4187058457948,0.636293933421462
"1110012L19Rik",16.9875927788073,0.439294808598291
"1110037F02Rik",39.4957427041776,0.87757203562899
"1110038B12Rik",59.5230466959719,0.858334111395868
"1110038F14Rik",24.9132618298114,0.598166575081259
"1110051M20Rik",14.8891064492126,0.255907079727251
"1110058L19Rik",76.9027559767637,1.2670064098746
"1110059E24Rik",17.6691382064044,0.391268223149124
"1500011B03Rik",35.1698421522241,0.463601523730465
"1500012F01Rik",34.0625328817811,0.621606780443991
"1600014C10Rik",20.3901321617872,0.633409127776204
"1700020I14Rik",26.0732938881714,0.532966126565752
"1700021F05Rik",32.7188630836031,0.709406956214739
"1700037H04Rik",31.0255750044624,0.812154785079279
"1700123O20Rik",67.6126528999248,1.06391338683333
"1810009A15Rik",112.472181289308,2.07322564176556
"1810013L24Rik",31.8894320963666,0.623233363500585
"1810037I17Rik",107.777390358501,0.603361661437179
"1810043H04Rik",44.9607589696307,0.791151441878172
"1810055G02Rik",53.2413554986268,1.06119621830615
"1810058I24Rik",137.556899952604,1.67926807408383
"2010012O05Rik",29.277052928889,0.589146984899299
"2010107E04Rik",317.062401166491,2.40664730567499
"2010111I01Rik",17.1377699869574,0.364187117146463
"2200002D01Rik",57.7347228600168,0.459246844360367
"2210013O21Rik",57.0539163546872,0.700269669490607
"2210016F16Rik",69.6651107204015,1.29678000880417
"2210016L21Rik",47.0082138478941,1.03619049471388
"2310009A05Rik",40.6443651393829,0.818765750972699
"2310011J03Rik",27.0525047401915,0.578123127852919
"2310022B05Rik",168.405440841271,1.6619213725343
"2310039H08Rik",35.6714431588307,0.505541563838584
"2410002F23Rik",14.0775756018361,0.415319130006308
"2410006H16Rik",145.345042150226,1.59730810745114
"2410015M20Rik",166.044447746819,2.46761350722697
"2610001J05Rik",101.770227163237,1.72265822998575
"2610002J02Rik",31.6728639929126,0.7716003350838
"2610203C20Rik",29.0415298653556,0.444213576666175
"2610507B11Rik",31.8763332889786,0.890573119906545
"2700029M09Rik",17.8487746327433,0.388626413418588
"2700081O15Rik",18.7842170973585,0.331027019950755
"2700089E24Rik",28.7677918954812,1.0913543030638
"2810004N23Rik",24.9193078729035,0.489517424269105
"2810008D09Rik",19.7125712327112,0.434397921289249
"2810025M15Rik",21.4101327537307,0.536477488008749
"2810474O19Rik",16.6175883762993,0.0804690937474348
"2900026A02Rik",16.2151495105751,0.258557306587232
"2900097C17Rik",26.6640716995836,1.31897000874931
"3110040N11Rik",18.830654101226,0.447699834959413
"3110082I17Rik",22.8932598456948,0.349878220140853
"3830406C13Rik",36.0102133994876,0.652364391682692
"4833439L19Rik",34.2460757239648,0.993001107979578
"4930453N24Rik",19.0361474834535,0.351711631683436
"4933434E20Rik",45.4112689204834,1.58741824920447
"5730409E04Rik",26.0915985831243,0.600745558295603
"6030419C18Rik",22.1555047962448,0.515985095453424
"9030617O03Rik",15.0823366444731,0.444760197022466
"9030624J02Rik",44.0529162919979,1.18804299909602
"9130401M01Rik",14.8577514175602,0.356014776423294
"9230114K14Rik",20.9290916694296,0.455320588068
"9430016H08Rik",26.4543801657969,0.518738067957004
"9530068E07Rik",107.100303717559,1.18472347639108
"A230046K03Rik",23.4228756099486,0.36081543241987
"A430005L14Rik",22.5485606567362,0.481630037617424
"AI314180",21.0075311522291,0.394034435724259
"AI413582",80.663401360319,0.803295306894558
"AI462493",76.6074731500197,1.29852418840945
"AI837181",27.3538801972123,0.451686377589845
"AK010878",24.5723738393138,0.612894208438406
"AU022252",27.8791680756745,0.632805634246656
"AU040320",27.0164787809805,0.520351586994509
"AW549877",36.3890131006273,0.748655958358487
"Aacs",27.5304856602068,0.422923057325207
"Aagab",19.631852804742,0.506389204950283
"Aamp",156.339044849738,1.93223971357953
"Aars",105.043519644793,1.16431061576963
"Aarsd1",16.0069091471513,0.188263571256678
"Aasdhppt",39.1386148005084,0.952366972491947
"Aatf",20.7417955976269,0.380413626257144
"Abcb10",33.6164361939159,1.29692831622539
"Abcc1",38.7454886616262,0.646482453920681
"Abcc5",22.0830053080348,0.470360023771162
"Abcd3",19.8453825587574,0.527847846217481
"Abce1",58.6348070209882,1.02595640486675
"Abcf1",67.687091401722,1.07259655126553
"Abcf2",49.8153011853278,1.12471278694129
"Abhd11",17.9447171275942,0.433377157422502
"Abhd12",29.825107667132,0.395952394443431
"Abhd16a",22.264496456116,0.710029730660674
"Abhd4",68.9467713317934,1.00633733871756
"Abhd5",18.9585636510925,0.326768049432416
"Abi1",70.2124926717404,1.1787137937911
"Abi3bp",273.58600827802,1.21621114265654
"Abl2",17.764784744289,0.474094879108082
"Abr",15.1403309769095,0.324991663644018
"Acaa1a",47.2775817943067,1.1850787327948
"Acaa2",17.2850810900529,0.473288990479068
"Acad8",11.9533404872425,0.238763582075798
"Acad9",14.9547147720113,0.432239827613186
"Acadl",41.6528014930971,0.853388773635175
"Acads",32.0767554952768,0.754557926169392
"Acadsb",30.2633179857073,0.605024240797535
"Acap3",16.9132255141615,0.402609475976372
"Acat1",57.8808198180196,1.23330479194882
"Acat2",33.2979394149843,0.598843731136925
"Acbd6",21.9383055393266,0.571000776481702
"Acd",35.3239526842873,0.479047409220297
"Acer3",42.7031935817703,0.855382073340376
"Acin1",49.1692157083602,0.680226711555776
"Acly",49.2691709525262,0.71516009758924
"Aco1",18.9425843649128,0.584177823254968
"Aco2",36.5149274617556,0.727828991636699
"Acot13",21.5725145831641,0.315406707082171
"Acot7",33.520142602543,0.63335558681928
"Acot9",124.527979056205,1.278545468677
"Acox1",25.1699647747194,0.572099973292289
"Acp2",19.3372437912855,0.565391746648577
"Acsl4",41.0619792215028,0.681690791088809
"Acsl5",47.2537965809246,1.04616897149934
"Acta1",203.007230817134,0.111129660541511
"Acta2",2455.32329880153,2.50815488300191
"Actg1",19.3243853533787,0.495656993035814
"Actg2",298.844212939997,0.162061559049949
"Actl6a",29.0352056267318,0.442812900728145
"Actn1",668.877041853646,6.65340239967466
"Actn4",336.261133623707,3.72939108361395
"Actr10",98.6581920642431,1.28328378132282
"Actr1a",70.9718414361876,1.52236021983066
"Actr1b",53.0753275591778,0.849549667444433
"Actr2",54.2096838597876,2.3057619513272
"Actr3",100.930811843144,1.93721704441712
"Acvr1",13.5063936538239,0.301639937076563
"Acyp2",17.1672912986263,0.401234291252736
"Adam10",19.8351570230702,0.271248735447211
"Adam12",50.8411351110059,0.529346535776406
"Adam15",31.4441521075647,0.550830157494995
"Adam17",19.1121886817588,0.564932984222393
"Adam19",83.3842470973458,1.18204838983937
"Adam9",97.6301115763289,1.37585105549974
"Adamts1",43.8081726998506,0.198390435759513
"Adamts12",16.4656751966594,0.370806504557104
"Adamts2",26.332150934996,0.406401690467111
"Adamts5",167.009834710102,0.403731848962325
"Adamtsl1",22.6526718477687,0.401995280276856
"Adamtsl5",19.1467458586512,0.389324065667629
"Adcy6",18.7720296855902,0.344652842448477
"Add1",48.1210215329604,0.969973647978774
"Adh5",51.0088955487515,1.2372306805369
"Adipor1",111.596137209185,2.06914815286784
"Adipor2",36.5890203731658,0.626524238155683
"Adk",167.191347556843,1.95299259887369
"Adpgk",23.9975576229013,0.480262692828247
"Adra1d",31.9452886861054,0.574827854341638
"Adrbk1",16.4637140058124,0.348819759523071
"Adss",33.5982043475064,1.06266294944904
"Aebp1",507.104533409476,3.12684630790168
"Aebp2",33.4609074142317,0.647687251413735
"Aen",54.8236509762553,0.739243598626418
"Aes",117.454913087176,1.98589198593918
"Afap1",26.3489041956021,0.745432087532073
"Aff1",49.4929232167729,0.545105454512094
"Afg3l1",23.0092011573693,0.527660487423664
"Afg3l2",41.1117569509925,0.811218117606633
"Aga",45.7820738365798,0.99449963696832
"Agfg1",33.2928736672941,0.718751118385794
"Aggf1",19.7265241253687,0.446068919741756
"Agpat2",17.3010195578862,0.311369486081567
"Agpat3",13.5728112220049,0.418691584024356
"Agpat4",15.8551133484705,0.332329664899561
"Agpat5",22.4759366042566,0.617375372186735
"Agpat6",57.907005972038,1.0470589416195
"Agps",24.2945038370118,0.438925506953267
"Agtr1a",18.4506099106325,0.212050165970565
"Agtrap",33.6144391896037,0.57106333067892
"Ahctf1",18.2968601805383,0.419075630826472
"Ahnak",539.479292074186,5.89708930306415
"Aifm2",18.50877732751,0.381554999196708
"Aimp1",35.7139815541097,1.04388165765995
"Aimp2",53.2163730240779,0.835875124495616
"Aip",29.9364691868358,0.5897580238157
"Ak2",114.843782197314,1.66869955404393
"Akap11",18.8683949491121,0.504340704444958
"Akap12",97.7464343237729,1.24154827649608
"Akap13",29.0983733775748,0.921915242107728
"Akap2",106.363013751088,1.30484806363374
"Akap8",30.5988795497131,0.604413274763533
"Akap9",42.9405451629305,0.684900629910328
"Akr1b8",49.5862590985358,0.313933535974541
"Akr7a5",22.584852710614,0.415567568407789
"Akt1",92.9857792640581,1.34504347905814
"Akt1s1",51.6679102551204,1.36502798589168
"Akt2",21.2434142611642,0.70774852111866
"Alas1",72.4492542300789,1.16982324944185
"Alcam",18.0933446396636,0.279000056347717
"Aldh18a1",117.158198893934,1.79025683152463
"Aldh2",42.7211022364196,0.846400609682231
"Aldh4a1",22.2993244496673,0.794695554467551
"Aldh7a1",88.1140693052113,1.27936207086726
"Aldoa",477.76607331977,5.02411897694483
"Alg14",29.4888219955401,0.788896721444904
"Alg3",22.8399104155839,0.398922167995704
"Alg5",50.9131075915004,0.90249858663783
"Alg8",20.7519801917519,0.441088579605496
"Alkbh3",23.5362275969897,0.559600817696679
"Alkbh6",29.4843595403064,0.523272022158706
"Amdhd2",48.1820859678934,0.66713085580409
