,SS3_mESC_p1_A1_S1,SS3_mESC_p1_E1_S5,SS3_mESC_p1_C3_S19,SS3_mESC_p1_F2_S14,SS3_mESC_p1_A3_S17,SS3_mESC_p1_G2_S15,SS3_mESC_p1_G1_S7,SS3_mESC_p1_C1_S3,SS3_mESC_p1_B1_S2,SS3_mESC_p1_D2_S12,SS3_mESC_p1_D1_S4,SS3_mESC_p1_A2_S9,SS3_mESC_p1_H1_S8,SS3_mESC_p1_E2_S13,SS3_mESC_p1_B2_S10,SS3_mESC_p1_C2_S11,SS3_mESC_p1_B3_S18,SS3_mESC_p1_H2_S16,SS3_mESC_p1_F1_S6,SS3_mESC_p1_E3_S21,SS3_mESC_p1_D3_S20,SS3_mESC_p1_G3_S23,SS3_mESC_p1_F3_S22,SS3_mESC_p1_D4_S28,SS3_mESC_p1_A4_S25,SS3_mESC_p1_C4_S27,SS3_mESC_p1_H3_S24,SS3_mESC_p1_F4_S30,SS3_mESC_p1_A5_S33,SS3_mESC_p1_E5_S37,SS3_mESC_p1_C5_S35,SS3_mESC_p1_G4_S31,SS3_mESC_p1_B4_S26,SS3_mESC_p1_D5_S36,SS3_mESC_p1_B5_S34,SS3_mESC_p1_H4_S32,SS3_mESC_p1_F5_S38,SS3_mESC_p1_E4_S29,SS3_mESC_p1_G5_S39,SS3_mESC_p1_H5_S40,SS3_mESC_p1_B6_S42,SS3_mESC_p1_F7_S54,SS3_mESC_p1_A6_S41,SS3_mESC_p1_D6_S44,SS3_mESC_p1_G6_S47,SS3_mESC_p1_H6_S48,SS3_mESC_p1_E6_S45,SS3_mESC_p1_C6_S43,SS3_mESC_p1_B7_S50,SS3_mESC_p1_C7_S51,SS3_mESC_p1_A7_S49,SS3_mESC_p1_F6_S46,SS3_mESC_p1_D7_S52,SS3_mESC_p1_E7_S53,SS3_mESC_p1_G7_S55,SS3_mESC_p1_H7_S56,SS3_mESC_p1_A8_S57,SS3_mESC_p1_B8_S58,SS3_mESC_p1_C8_S59,SS3_mESC_p1_D8_S60,SS3_mESC_p1_E8_S61,SS3_mESC_p1_F8_S62,SS3_mESC_p1_A9_S65,SS3_mESC_p1_D9_S68,SS3_mESC_p1_H9_S72,SS3_mESC_p1_B9_S66,SS3_mESC_p1_F9_S70,SS3_mESC_p1_A10_S73,SS3_mESC_p1_G9_S71,SS3_mESC_p1_G8_S63,SS3_mESC_p1_H8_S64,SS3_mESC_p1_C9_S67,SS3_mESC_p1_E9_S69,SS3_mESC_p1_B10_S74,SS3_mESC_p1_G10_S79,SS3_mESC_p1_D10_S76,SS3_mESC_p1_C10_S75,SS3_mESC_p1_H10_S80,SS3_mESC_p1_E10_S77,SS3_mESC_p1_F10_S78,SS3_mESC_p1_B11_S82,SS3_mESC_p1_C11_S83,SS3_mESC_p1_A11_S81,SS3_mESC_p1_D11_S84,SS3_mESC_p1_E11_S85,SS3_mESC_p1_F11_S86,SS3_mESC_p1_H11_S88,SS3_mESC_p1_A12_S89,SS3_mESC_p1_G11_S87,SS3_mESC_p1_C12_S91,SS3_mESC_p1_D12_S92,SS3_mESC_p1_B12_S90,SS3_mESC_p1_E12_S93,SS3_mESC_p1_F12_S94
Slc16a3,,0,6,2,4,1,1,7,0,0,0,6,1,1,0,10,4,6,2,5,5,4,3,0,0,0,7,1,0,0,0,0,7,2,0,5,7,0,0,1,2,1,2,7,1,1,4,1,7,1,4,1,6,0,,0,0,4,4,10,0,1,1,0,1,7,2,5,1,0,0,0,0,0,1,7,3,6,1,0,2,4,1,0,6,4,0,1,11,0,5,0,1,2
Slc16a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a6,0,1,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,,2,1,0,0,6,3,0,0,0,0,0,0,0,2,,,0,0,1,1,1,0,5,5,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,3,1,0,0,,0,0,0,1,5
Slc16a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a9,0,,0,0,,0,,0,0,2,0,0,0,,,0,0,0,0,0,0,0,0,,,0,0,,0,0,,,0,,0,0,0,,0,,,0,0,1,,0,0,0,,2,0,0,,0,5,0,0,0,0,0,,6,0,0,,0,0,,0,0,,,4,0,0,,,0,0,,,0,0,0,0,0,0,0,0,0,0,0,,0
Slc17a5,0,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Slc17a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc17a9,4,,4,1,0,0,2,3,4,0,0,4,0,2,0,8,0,2,3,0,1,2,,0,0,3,8,0,1,4,3,0,1,0,0,1,2,5,5,2,0,1,0,1,1,1,5,0,0,0,0,1,2,4,3,0,1,0,0,1,0,0,0,0,2,0,5,5,0,2,0,3,2,5,0,0,0,2,4,2,0,1,2,0,0,0,0,1,1,0,0,0,8,1
Slc19a1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,1,0,,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,2,3,0,0,,0,0,0,0,,0,0,0,1,,0,1,0,0,0,,0,0,0,0,0,0,,,0
Slc19a2,1,1,0,0,0,1,1,3,0,0,0,2,1,0,3,1,0,1,0,1,2,1,0,0,1,0,1,0,0,3,0,2,0,4,0,0,0,1,0,0,0,0,3,0,1,2,0,1,0,2,0,0,3,0,0,1,1,0,2,0,4,0,1,1,0,1,1,1,2,1,1,0,1,1,1,0,0,1,1,1,1,8,1,2,1,,1,1,0,0,0,1,0,0
Slc19a3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Slc1a3,0,,0,0,0,0,,0,0,0,0,0,0,2,1,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,2,0,1,0,0,0,1,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,1,0,1,0
Slc1a4,0,0,1,2,0,1,0,1,0,0,0,1,0,0,0,0,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,2,0,0,,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Slc1a5,1,0,5,2,1,3,3,4,5,7,2,12,1,8,0,5,2,9,8,2,4,2,3,10,4,,5,8,6,0,7,0,3,7,0,1,1,9,3,5,3,3,2,9,3,6,8,1,0,10,2,10,3,9,3,0,5,8,9,8,4,6,2,7,6,6,4,11,3,6,4,2,4,0,3,3,1,7,2,3,4,4,9,2,5,2,7,2,3,3,5,6,3,4
Slc1a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc20a1,3,3,0,,0,1,7,3,4,3,2,2,0,2,5,5,0,1,4,6,1,3,0,4,0,0,0,1,4,3,0,2,1,3,0,0,7,1,6,0,,3,8,0,5,1,10,22,0,1,0,5,6,6,0,0,3,1,2,4,3,1,0,0,8,1,1,3,0,0,1,0,17,2,0,5,2,0,1,3,2,6,0,,1,0,3,1,4,4,1,2,1,1
Slc20a2,2,0,1,0,,1,4,4,2,2,6,,0,0,0,0,1,2,6,4,6,0,0,3,1,0,2,0,3,0,0,0,0,2,1,2,2,4,4,1,0,0,1,3,,0,0,,1,4,0,0,4,0,2,,1,1,0,1,3,0,0,0,0,2,1,5,0,0,6,3,,2,,0,1,5,3,2,0,,0,2,5,5,1,,0,2,0,3,0,0
Slc22a17,0,3,3,1,0,1,0,0,4,2,0,0,0,2,0,1,0,0,3,0,0,0,0,0,2,0,1,0,2,0,0,0,0,3,0,2,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,1,1,1,0,2,0,0,3,13,7,3,1,2,0,1,2,0,1,0,0,0,0,0,0,1,0,1,1,8,1,0,0,,0,0,0,1,0,1,0,6,1
Slc22a18,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a23,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc22a5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc23a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc23a2,0,3,0,3,,0,4,0,0,0,,0,0,3,1,0,0,0,0,0,1,1,0,0,3,2,2,0,0,4,4,0,0,0,2,0,1,3,1,0,0,0,0,0,4,,1,3,1,0,1,2,2,1,0,0,0,0,5,0,1,1,4,3,1,4,0,0,1,0,1,1,2,,0,0,,1,1,0,1,4,0,0,2,1,0,0,0,0,0,0,2,1
Slc24a5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Slc25a1,4,5,1,6,1,11,2,9,5,7,7,12,2,4,0,4,4,4,10,8,3,9,0,13,5,0,4,20,5,5,3,2,4,8,3,7,2,10,2,7,2,0,9,1,7,4,13,0,16,11,6,7,4,4,2,0,4,8,11,6,5,1,0,2,17,8,4,9,0,3,9,5,2,5,3,3,3,11,3,10,1,7,19,4,0,2,10,3,7,4,12,3,0,1
Slc25a11,10,0,15,6,,9,2,8,,6,9,16,0,9,,6,0,12,0,5,11,9,0,,10,,0,12,0,,0,0,8,15,,8,4,14,4,0,0,,7,0,10,1,0,14,7,3,4,0,2,0,0,,14,0,0,1,6,5,3,5,10,3,5,1,6,6,0,,11,15,,13,5,4,,0,10,3,0,1,14,0,,,8,0,0,3,13,7
Slc25a12,0,7,3,1,0,2,0,8,4,5,5,3,3,7,1,8,1,4,3,6,2,2,10,2,0,,0,12,2,0,6,4,0,4,2,0,7,11,2,1,4,4,3,0,1,6,5,3,14,8,1,4,3,4,1,0,5,6,1,1,10,4,2,8,7,13,8,7,0,6,5,3,2,4,1,0,0,5,0,5,0,4,5,3,6,6,4,7,1,0,0,2,4,0
Slc25a13,6,0,6,10,11,10,1,11,12,6,7,17,10,9,12,7,9,10,20,10,12,5,8,7,9,1,4,15,7,15,20,5,4,16,9,11,14,21,18,14,7,2,7,7,6,3,16,24,7,19,17,24,20,10,12,17,9,12,16,8,15,6,8,7,32,21,11,16,3,14,18,10,13,16,10,13,19,11,10,8,11,26,8,8,15,4,18,7,8,8,13,3,10,2
Slc25a14,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,1,0,1,0,0,0,0,3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,3,0,0,2,1,1,1,5,6,0,1,0,1,0,1,2,0,0,0,0,0,1,0,1,0,1,0,1,0
Slc25a15,1,0,1,4,0,0,3,0,2,5,1,0,5,3,1,2,0,1,1,2,0,1,0,0,0,0,1,0,0,2,0,2,1,5,1,3,3,3,7,3,1,0,6,0,0,0,4,4,1,3,5,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,2,1,0,0,1,0,2,0,1,3,0,2,0,1,0,3,0,1,1,0,2,0,1,1,6,5,0,0
Slc25a16,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,3,,0,2,0,,1,0,,,0,3,2,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
Slc25a17,2,1,0,0,0,1,0,0,0,1,0,2,0,1,0,0,,3,4,0,4,0,4,4,0,0,0,0,0,3,4,1,0,2,1,0,1,0,1,0,1,2,1,0,,0,4,0,,3,2,,3,2,2,0,1,5,1,3,3,2,2,0,3,1,0,1,1,0,2,0,3,1,3,4,3,0,0,0,1,1,7,1,7,2,0,0,1,0,0,1,0,0
Slc25a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a20,0,7,1,0,1,5,0,0,2,5,1,3,2,3,0,2,5,2,5,0,11,5,4,2,0,0,1,4,9,7,2,3,,0,10,5,2,4,3,2,2,2,1,3,3,7,2,0,0,0,0,7,3,0,1,3,1,,9,1,12,1,11,3,11,0,0,3,0,0,1,8,4,9,2,4,5,5,5,4,7,4,3,,0,0,0,2,4,0,8,2,11,0
Slc25a23,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a26,0,0,0,0,0,,2,0,0,1,0,0,2,2,,0,0,0,0,1,2,0,3,2,,0,0,1,2,0,0,1,1,0,0,,0,1,,3,1,0,0,0,0,0,0,1,0,0,0,0,2,,0,1,0,0,5,2,0,3,1,0,,1,0,3,1,0,0,0,1,4,5,1,0,10,0,0,5,4,0,0,1,0,0,2,0,3,0,0,1,0
Slc25a27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Slc25a28,0,0,1,0,1,1,0,2,2,1,1,0,0,0,1,3,3,1,4,1,1,1,0,1,3,2,1,3,0,0,0,0,0,0,1,1,2,2,1,0,0,0,2,1,0,1,1,1,1,0,4,1,0,1,1,0,0,0,0,0,3,0,1,1,0,2,0,0,0,1,2,0,1,1,0,1,1,0,0,0,0,0,1,3,1,2,0,1,0,0,1,0,3,0
Slc25a3,3,7,7,3,1,6,6,17,15,16,4,8,5,15,3,4,9,10,14,8,7,11,8,5,16,5,3,16,10,2,10,3,3,21,12,9,13,20,8,10,7,3,11,4,9,3,11,11,7,7,11,13,4,21,9,3,13,10,5,11,31,9,4,6,21,17,9,10,7,14,15,3,12,13,5,14,11,20,2,11,16,3,9,8,18,4,8,18,10,16,5,10,8,7
Slc25a30,0,0,0,0,0,0,0,,1,1,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Slc25a32,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,,1,0,0,0,0,1,0,2,0,0,1,0,0,1,,0,0,0,3,,0,0,0,2,0,2,1,1,6,0,0,1,1,0,,,0,0,0,,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Slc25a33,0,0,0,0,0,,1,,0,3,0,0,4,2,1,0,0,1,3,0,1,0,3,1,2,0,6,4,1,0,5,,6,3,2,0,0,1,2,2,0,1,2,0,,2,4,3,1,0,6,1,0,3,1,0,0,1,0,5,4,2,5,4,0,4,0,4,0,0,,2,6,2,0,,3,5,0,0,0,1,0,,,0,5,0,3,0,0,2,4,0
Slc25a35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,1,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
Slc25a37,0,1,0,1,0,0,1,1,1,,1,0,1,0,0,1,1,1,2,1,1,0,0,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,,1,0,1,,1,1,3,0,1,0,0,0,0,1,1,2,0,0,3,1,1,0,0,0,0,1,0,1,3,0,0,0,0
Slc25a38,0,0,0,,1,0,1,1,2,0,0,0,1,0,1,0,0,1,2,0,1,1,3,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,5,3,0,0,1,2,1,1,2,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1,0,0,0,0,,0
Slc25a40,0,0,1,0,0,,4,0,1,0,0,,0,,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,,1,0,0,0,0,,0,,0,0,0,0,0,1,0,,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,4,0,,0,0,,0,0,0,0,1,0,1,0,0,0
Slc25a42,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1
Slc25a44,1,0,1,0,0,1,0,0,1,1,0,1,0,0,,0,0,0,0,0,1,1,1,1,1,1,1,3,0,1,0,0,1,1,0,1,1,2,2,7,0,0,1,1,1,3,1,0,2,1,0,0,1,2,1,1,1,4,1,4,4,1,0,1,0,0,0,0,1,0,0,3,0,3,0,0,1,0,0,2,0,0,,0,1,2,1,1,0,1,0,0,0,0
Slc25a45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc25a46,0,0,0,0,0,,0,3,0,1,1,1,,2,8,1,1,0,3,,1,1,0,0,7,0,0,3,0,3,0,1,0,0,0,0,0,1,0,0,1,1,0,3,0,0,0,0,,0,0,4,1,1,0,0,0,3,0,1,0,1,1,0,0,1,0,1,2,,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0
Slc26a11,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0
Slc26a2,0,0,0,0,0,0,0,0,0,0,0,1,,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Slc26a6,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
Slc27a1,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0
Slc27a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc27a3,1,0,0,2,0,1,0,3,0,0,1,0,0,3,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,2,0,,0,0,0,0,0,5,1,,0,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,1,1,0,2,2,1,0,,4,0,0,1,1,0,0,4,0,0,0,0,0,7,0,0,0,0,0,5,0,0,,0,0,1,0,0,6
Slc27a4,1,1,2,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1,2,0,0,1,2,0,2,0,0,0,1,0,0,4,0,1,3,0,1,1,0,1,0,0,0,0,0,,0,0,1,0,1,1,0,0,0,1
Slc27a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc29a2,0,0,0,0,0,,1,1,0,6,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,1,0,,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0
Slc29a3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,1,2,0,0,8,1,0,1,0,0,0,3,8,0
Slc29a4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,1,0,0,0
Slc2a1,0,3,3,9,1,1,3,1,4,2,2,6,0,12,11,13,6,1,6,2,3,15,3,0,5,0,1,6,,0,6,3,10,2,1,3,4,5,3,3,0,14,0,10,2,1,5,7,1,4,6,0,1,10,8,1,9,6,2,13,3,1,3,0,4,7,6,5,5,3,2,1,11,2,0,7,2,8,0,1,0,6,0,6,13,7,4,4,6,1,2,3,4,10
