,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153,mu_154,mu_155,mu_156,mu_157,mu_158,mu_159,mu_160,mu_161,mu_162,mu_163,mu_164,mu_165,mu_166,mu_167,mu_168,mu_169,mu_170,mu_171,mu_172,mu_173,mu_174,mu_175,mu_176,mu_177,mu_178,mu_179,mu_180,mu_181,mu_182,mu_183,mu_184,mu_185,mu_186,mu_187,mu_188,mu_189,mu_190,mu_191,mu_192,mu_193,mu_194,mu_195,mu_196,mu_197,mu_198,mu_199,mu_200,mu_201,mu_202,mu_203,mu_204,mu_205,mu_206,mu_207,mu_208,mu_209,mu_210,mu_211,mu_212,mu_213,mu_214,mu_215,mu_216,mu_217,mu_218,mu_219,mu_220,mu_221,mu_222,mu_223,mu_224,mu_225,mu_226,mu_227,mu_228,mu_229,mu_230,mu_231,mu_232,mu_233,mu_234,mu_235,mu_236,mu_237,mu_238,mu_239,mu_240,mu_241,mu_242,mu_243,mu_244,mu_245,mu_246,mu_247,mu_248,mu_249,mu_250,mu_251,mu_252,mu_253,mu_254,mu_255,mu_256,mu_257,mu_258,mu_259,mu_260,mu_261,mu_262,mu_263
225,1,"[13.44444442716879, 142.00001420345464, 'optimal', 'optimal']","[3.256594746688423e-11, 0.9999999999933326, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,1,"[1.0566037735596223, 2.667500000005461, 'optimal', 'optimal']","[-9.340002989084298e-13, 1.0000000000016953, 'optimal', 'optimal']","[-9.44507457152036e-14, 1.000000000012597, 'optimal', 'optimal']","[-1.2200894626676878e-13, 0.5577133034557695, 'optimal', 'optimal']","[-1.4459341218514417e-13, 0.5577133034611446, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,1,"[1.6562499998844487, 4.200385356467028, 'optimal', 'optimal']","[-3.5605398232640193e-12, 0.8784492924573313, 'optimal', 'optimal']","[-3.859024559450937e-12, 1.0000000000045186, 'optimal', 'optimal']","[-4.0373031683925204e-12, 1.0000000000129197, 'optimal', 'optimal']","[-3.2748172836640998e-12, 1.0000000000002198, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,1,"[2.049999999998891, 3.3500000000094334, 'optimal', 'optimal']","[-4.679637087020982e-14, 0.5000000000006022, 'optimal', 'optimal']","[-5.4949987604015546e-14, 0.5185185185533853, 'optimal', 'optimal']","[-6.96851895607705e-14, 0.5822916666791018, 'optimal', 'optimal']","[-7.811105078315698e-14, 0.6817073170798104, 'optimal', 'optimal']","[-3.8377018475705993e-14, 1.000000000000395, 'optimal', 'optimal']","[-3.412920178261794e-14, 1.0000000000004647, 'optimal', 'optimal']","[-3.552274885002953e-14, 1.0000000000004732, 'optimal', 'optimal']","[-3.852672429730595e-14, 0.8461538461553219, 'optimal', 'optimal']","[-3.862439584835527e-14, 0.8461538461551712, 'optimal', 'optimal']","[-4.020117768423343e-14, 0.8461538461553133, 'optimal', 'optimal']","[-4.406333359424144e-14, 0.8461538461559567, 'optimal', 'optimal']","[-4.0196795594270697e-14, 0.8461538461565606, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,1,"[1.2222222222220893, 3.3750000000018012, 'optimal', 'optimal']","[-6.001833869953686e-13, 1.0000000000022382, 'optimal', 'optimal']","[-4.975677620036023e-13, 1.0000000000077829, 'optimal', 'optimal']","[-4.966563258001805e-13, 1.0000000000103069, 'optimal', 'optimal']","[-4.727478455293221e-13, 1.0000000000001326, 'optimal', 'optimal']","[-4.716284890463745e-13, 1.00000000000016, 'optimal', 'optimal']","[-4.5189022939091833e-13, 1.0000000000004325, 'optimal', 'optimal']","[-4.3838542433914166e-13, 1.0000000000004226, 'optimal', 'optimal']","[-4.111436448364607e-13, 1.0000000000022018, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,1,"[1.0211841390497045, 2.7317307692346833, 'optimal', 'optimal']","[-4.778232125461566e-13, 1.0000000000001836, 'optimal', 'optimal']","[-3.7266196204668046e-13, 1.0000000000001719, 'optimal', 'optimal']","[-2.813176718572738e-13, 1.0000000000002238, 'optimal', 'optimal']","[-1.8308815848705597e-13, 1.000000000002179, 'optimal', 'optimal']","[-8.209415907904516e-14, 0.5450914902185915, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,1,"[1.0399999999997869, 2.9006250001008733, 'optimal', 'optimal']","[-7.699029917672547e-15, 1.0000000000008287, 'optimal', 'optimal']","[-8.387062674451253e-15, 0.6944444444462734, 'optimal', 'optimal']","[-9.691772744302009e-15, 0.6480196773114933, 'optimal', 'optimal']","[-9.033118785878968e-15, 0.8986921670664682, 'optimal', 'optimal']","[-1.0815058538730489e-14, 1.0000000000004075, 'optimal', 'optimal']","[-1.2123200777443636e-14, 1.0000000000003655, 'optimal', 'optimal']","[-1.2763014796235586e-14, 1.0000000000003595, 'optimal', 'optimal']","[-1.3377886327100211e-14, 1.0000000000004723, 'optimal', 'optimal']","[-1.3351194209305298e-14, 1.0000000000004354, 'optimal', 'optimal']","[-1.3735352816821319e-14, 1.000000000000441, 'optimal', 'optimal']","[-1.3751643164264419e-14, 1.0000000000004603, 'optimal', 'optimal']","[-1.3863340896594741e-14, 1.0000000000004896, 'optimal', 'optimal']","[-1.3360174619016632e-14, 1.000000000000016, 'optimal', 'optimal']","[-1.5609353882514152e-14, 1.000000000000015, 'optimal', 'optimal']","[-1.5292312705754277e-14, 1.0000000000000144, 'optimal', 'optimal']","[-1.6285412874339167e-14, 1.0000000000000147, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,1,"[1.961538461535259, 2.1666666667214334, 'optimal', 'optimal']","[-4.29072223288288e-13, 0.048265460030866486, 'optimal', 'optimal']","[-4.4652458201071037e-14, 1.0000000000031037, 'optimal', 'optimal']","[-1.752566355409664e-12, 1.000000000000189, 'optimal', 'optimal']","[-2.0532537306940703e-12, 1.0000000000021834, 'optimal', 'optimal']","[-2.5087746394567234e-14, 1.0000000000061955, 'optimal', 'optimal']","[-2.595068028986074e-14, 1.0000000000003102, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,1,"[1.5398648647343183, 4.26315789475244, 'optimal', 'optimal']","[-5.721619367785545e-13, 1.0000000000039284, 'optimal', 'optimal']","[-6.221713951430844e-13, 1.0000000000010683, 'optimal', 'optimal']","[-1.3569205548018634e-12, 1.0000000000014557, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,1,"[3.4999999999943014, 6.333333333447336, 'optimal', 'optimal']","[-9.936872148663668e-13, 0.42000000000633325, 'optimal', 'optimal']","[-1.005297551332465e-12, 1.0000000000122031, 'optimal', 'optimal']","[-1.1402214544570919e-12, 1.0000000000025064, 'optimal', 'optimal']","[-1.106412179409919e-12, 1.0000000000028881, 'optimal', 'optimal']","[-1.5299462267908004e-12, 1.000000000003119, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,1,"[0.977272727272487, 2.8333333333770563, 'optimal', 'optimal']","[-6.525436884645506e-14, 1.000000000000135, 'optimal', 'optimal']","[-6.28488115544224e-14, 1.0000000000001452, 'optimal', 'optimal']","[-6.936775553268339e-14, 1.0000000000003209, 'optimal', 'optimal']","[-6.787782132738964e-14, 1.0000000000004567, 'optimal', 'optimal']","[-6.374374916673227e-14, 1.0000000000006977, 'optimal', 'optimal']","[-5.996911435325438e-14, 1.0000000000011966, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,1,"[0.5999999999986962, 2.6265664160527695, 'optimal', 'optimal']","[-6.878472020135117e-14, 1.0000000000028078, 'optimal', 'optimal']","[-7.118503628775625e-14, 1.0000000000022546, 'optimal', 'optimal']","[-6.779452492407309e-14, 1.0000000000001168, 'optimal', 'optimal']","[-6.69995728518201e-14, 1.00000000000056, 'optimal', 'optimal']","[-6.141728838431939e-14, 1.0000000000003928, 'optimal', 'optimal']","[-4.7724170432886776e-14, 0.4604876161021624, 'optimal', 'optimal']","[-4.5688731085645834e-14, 0.46048761610199557, 'optimal', 'optimal']","[-4.5920940685718764e-14, 0.4604876161019873, 'optimal', 'optimal']","[-4.6600024864514566e-14, 0.4604876161015349, 'optimal', 'optimal']","[-4.661775510244923e-14, 0.4604876161011933, 'optimal', 'optimal']","[-4.5648393935775526e-14, 0.46048761610024286, 'optimal', 'optimal']","[-4.584422184915395e-14, 0.46048761610017885, 'optimal', 'optimal']","[-4.593594707345672e-14, 0.460487616100089, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,1,"[1.1176470588223555, 3.652430044190105, 'optimal', 'optimal']","[-1.064854035243827e-14, 1.0000000000000657, 'optimal', 'optimal']","[-1.4779760493733308e-14, 1.0000000000047844, 'optimal', 'optimal']","[-1.9301784971697246e-14, 1.0000000000084888, 'optimal', 'optimal']","[-2.009636366832106e-14, 1.0000000000085143, 'optimal', 'optimal']","[-1.796940653826613e-14, 1.0000000000102032, 'optimal', 'optimal']","[-1.0450342798107043e-14, 1.0000000000003035, 'optimal', 'optimal']","[-8.955828155756887e-15, 1.000000000005606, 'optimal', 'optimal']","[-9.426511772707557e-15, 1.0000000000021192, 'optimal', 'optimal']","[-1.0268725513400368e-14, 1.0000000000015796, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,1,"[0.5285714285691069, 1.3243243243245773, 'optimal', 'optimal']","[-1.5561796313850796e-13, 1.0000000000003435, 'optimal', 'optimal']","[-1.344329241488067e-12, 1.0000000000010185, 'optimal', 'optimal']","[-7.77119727717608e-13, 0.7379006913916166, 'optimal', 'optimal']","[-7.422819243730252e-13, 0.7379006913963978, 'optimal', 'optimal']","[-7.902323396238306e-13, 0.6315397967359644, 'optimal', 'optimal']","[-7.743692605677881e-13, 0.6315397967022222, 'optimal', 'optimal']","[-6.325167579710254e-13, 0.6315397966959887, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,1,"[5.619047618324046, 19.85714285829668, 'optimal', 'optimal']","[1.6364498096268043e-11, 1.0000000000003972, 'optimal', 'optimal']","[-4.089697666257324e-12, 0.9999999999995502, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,1,"[0.8333333333325637, 3.3846153846305462, 'optimal', 'optimal']","[-3.5517315742834354e-15, 1.00000000000043, 'optimal', 'optimal']","[-4.4196905470636465e-15, 1.0000000000003995, 'optimal', 'optimal']","[-6.050658820480382e-15, 1.0000000000004199, 'optimal', 'optimal']","[-7.430716968173159e-15, 1.0000000000004658, 'optimal', 'optimal']","[-9.395772893720421e-15, 1.0000000000004041, 'optimal', 'optimal']","[-9.842665772861748e-15, 1.0000000000003781, 'optimal', 'optimal']","[-9.936114973334907e-15, 1.000000000000402, 'optimal', 'optimal']","[-1.0090714494478578e-14, 1.0000000000004639, 'optimal', 'optimal']","[-1.0297215731848221e-14, 1.0000000000006788, 'optimal', 'optimal']","[-1.0341067199583684e-14, 1.0000000000008196, 'optimal', 'optimal']","[-1.0359205083442515e-14, 1.0000000000008005, 'optimal', 'optimal']","[-1.0450931925728397e-14, 1.000000000000758, 'optimal', 'optimal']","[-1.0540674476572884e-14, 1.0000000000006564, 'optimal', 'optimal']","[-1.0622518226437986e-14, 1.0000000000005047, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
