,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153,mu_154,mu_155,mu_156,mu_157,mu_158,mu_159,mu_160,mu_161,mu_162,mu_163,mu_164,mu_165,mu_166,mu_167,mu_168,mu_169,mu_170,mu_171,mu_172,mu_173,mu_174,mu_175,mu_176,mu_177,mu_178,mu_179,mu_180,mu_181,mu_182,mu_183,mu_184,mu_185,mu_186,mu_187,mu_188,mu_189,mu_190,mu_191,mu_192,mu_193,mu_194,mu_195,mu_196,mu_197,mu_198,mu_199,mu_200,mu_201,mu_202,mu_203,mu_204,mu_205,mu_206,mu_207,mu_208,mu_209,mu_210,mu_211,mu_212,mu_213,mu_214,mu_215,mu_216,mu_217,mu_218,mu_219,mu_220,mu_221,mu_222,mu_223,mu_224,mu_225,mu_226,mu_227,mu_228,mu_229,mu_230,mu_231,mu_232,mu_233,mu_234,mu_235,mu_236,mu_237,mu_238,mu_239,mu_240,mu_241,mu_242,mu_243,mu_244,mu_245,mu_246,mu_247,mu_248,mu_249,mu_250,mu_251,mu_252,mu_253,mu_254,mu_255,mu_256,mu_257,mu_258,mu_259,mu_260,mu_261,mu_262,mu_263
1925,1,"[2.0370370370341813, 4.1538461538559766, 'optimal', 'optimal']","[-5.527369371428931e-14, 0.5454545454547758, 'optimal', 'optimal']","[-7.196351567513789e-14, 0.8141414141443721, 'optimal', 'optimal']","[-7.098153160321115e-14, 1.000000000002799, 'optimal', 'optimal']","[-7.503166094814143e-14, 1.0000000000034412, 'optimal', 'optimal']","[-6.871537486217873e-14, 1.0000000000044957, 'optimal', 'optimal']","[-6.599331405350914e-14, 1.0000000000082019, 'optimal', 'optimal']","[-6.488358715517543e-14, 0.9081053175092487, 'optimal', 'optimal']","[-6.624018391961569e-14, 0.9081053175085263, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1926,1,"[0.9249999999992745, 2.7303754266220412, 'optimal', 'optimal']","[-8.027667887227463e-14, 1.0000000000003701, 'optimal', 'optimal']","[-1.2687332037192522e-13, 1.0000000000004505, 'optimal', 'optimal']","[-1.162733605948864e-13, 1.0000000000005156, 'optimal', 'optimal']","[-1.437107453949464e-13, 1.0000000000006275, 'optimal', 'optimal']","[-1.2615829842221356e-13, 1.0000000000009295, 'optimal', 'optimal']","[-1.1460232324503073e-13, 1.0000000000034244, 'optimal', 'optimal']","[-1.0173455639153551e-13, 1.0000000000051519, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1927,1,"[0.7727272727121958, 1.9125000000003578, 'optimal', 'optimal']","[0.22875816993427445, 1.0000000000007156, 'optimal', 'optimal']","[-1.9493787964382258e-14, 0.7712418300733437, 'optimal', 'optimal']","[-2.16778686260162e-14, 0.7712418300718009, 'optimal', 'optimal']","[-2.329801561855867e-14, 0.7712418300674108, 'optimal', 'optimal']","[-1.979693073082541e-14, 0.5163101037932112, 'optimal', 'optimal']","[-1.945644977889714e-14, 0.4713142599452325, 'optimal', 'optimal']","[-1.9632863434520228e-14, 0.47131425995277093, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1928,1,"[4.25515743754905, 13.505357146429331, 'optimal', 'optimal']","[-9.664679384431158e-13, 1.0000000000003975, 'optimal', 'optimal']","[-9.83322557723645e-13, 1.000000000001664, 'optimal', 'optimal']","[-8.574957009112196e-13, 0.8521708668587011, 'optimal', 'optimal']","[-1.0501300921628655e-12, 0.8598498114081604, 'optimal', 'optimal']","[-1.1416637494822857e-12, 0.8405047908413946, 'optimal', 'optimal']","[-1.2518478696408395e-12, 0.9177137024770531, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1929,1,"[0.5921052631432855, 1.28888888889571, 'optimal', 'optimal']","[0.08697318003965342, 1.0000000000068152, 'optimal', 'optimal']","[-2.817140211217139e-13, 0.9130268199413789, 'optimal', 'optimal']","[-1.858057002701602e-13, 0.5687500001011021, 'optimal', 'optimal']","[-1.7699253525780223e-13, 0.30952380953565517, 'optimal', 'optimal']","[-1.9072411416311874e-13, 0.30952380953645897, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1930,1,"[1.0465116279067013, 2.959738846616349, 'optimal', 'optimal']","[-5.5500888465959564e-14, 1.0000000000000502, 'optimal', 'optimal']","[-5.5519148984551196e-14, 1.0000000000000677, 'optimal', 'optimal']","[-5.427379816112651e-14, 1.000000000000239, 'optimal', 'optimal']","[-5.344530164774723e-14, 1.0000000000004303, 'optimal', 'optimal']","[-5.2483123300265723e-14, 1.000000000000456, 'optimal', 'optimal']","[-5.275971869474804e-14, 1.0000000000007654, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1931,1,"[2.8214285714265763, 7.277777777787064, 'optimal', 'optimal']","[-8.413123712794312e-15, 0.820072332730667, 'optimal', 'optimal']","[-1.2466534674940374e-14, 0.999999999987152, 'optimal', 'optimal']","[-1.2961330213701762e-14, 0.9999999999864237, 'optimal', 'optimal']","[-8.42368975482811e-15, 0.9999999999795437, 'optimal', 'optimal']","[-9.472293198050618e-15, 0.999999999996071, 'optimal', 'optimal']","[-9.582136467204273e-15, 0.9999999999966582, 'optimal', 'optimal']","[-9.942655578481892e-15, 0.9999999999974422, 'optimal', 'optimal']","[-1.0268856180759578e-14, 0.9999999999989084, 'optimal', 'optimal']","[-1.0264481490636591e-14, 0.9999999999989396, 'optimal', 'optimal']","[-1.024463457794129e-14, 0.9999999999987619, 'optimal', 'optimal']","[-1.0281221942845329e-14, 0.9999999999987662, 'optimal', 'optimal']","[-1.0267193970907938e-14, 0.9999999999987498, 'optimal', 'optimal']","[-1.0287852933744211e-14, 0.9999999999986932, 'optimal', 'optimal']","[-1.0364139575106045e-14, 0.9999999999986514, 'optimal', 'optimal']","[-1.0403968726031737e-14, 0.9999999999986342, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1932,1,"[1.2399999999991012, 2.750000000068464, 'optimal', 'optimal']","[-2.6576141116510657e-13, 0.9069387755107188, 'optimal', 'optimal']","[-2.523183156692924e-13, 1.0000000000059084, 'optimal', 'optimal']","[-2.153052468958632e-13, 1.0000000000003897, 'optimal', 'optimal']","[-1.7213883608514492e-13, 1.0000000000002192, 'optimal', 'optimal']","[-1.5972785109947198e-13, 1.0000000000002784, 'optimal', 'optimal']","[-1.540284930252036e-13, 1.000000000000278, 'optimal', 'optimal']","[-1.4739244101624917e-13, 1.0000000000002642, 'optimal', 'optimal']","[-1.3934500863977697e-13, 1.000000000000738, 'optimal', 'optimal']","[-1.233398420908842e-13, 0.8844696969706148, 'optimal', 'optimal']","[-1.2527959548542696e-13, 0.8844696969705653, 'optimal', 'optimal']","[-1.275821733457755e-13, 0.8844696969705996, 'optimal', 'optimal']","[-1.279262122605298e-13, 0.8844696969705788, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1933,1,"[1.8743749999987385, 4.761904762089797, 'optimal', 'optimal']","[-1.1982976340908944e-13, 1.0000000000002767, 'optimal', 'optimal']","[-1.1530698348426377e-13, 1.0000000000005955, 'optimal', 'optimal']","[-8.67358139275073e-14, 0.9999999999995515, 'optimal', 'optimal']","[-6.743580389139929e-14, 1.0000000000002462, 'optimal', 'optimal']","[-4.4896327942572505e-14, 0.9999999999912462, 'optimal', 'optimal']","[-4.80152469722825e-14, 0.9999999999913994, 'optimal', 'optimal']","[-4.4984471022863244e-14, 0.9999999999904459, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1934,1,"[1.7317073170396982, 4.363636363782668, 'optimal', 'optimal']","[0.13825757572686623, 1.0000000000002098, 'optimal', 'optimal']","[-8.589337956414414e-13, 0.8617424242594828, 'optimal', 'optimal']","[-1.0855231154652545e-12, 0.8617424242456135, 'optimal', 'optimal']","[-1.471728393731411e-12, 0.8617424242496994, 'optimal', 'optimal']","[-1.3388105172186794e-12, 0.8617424242489397, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1935,1,"[1.3170731707312504, 3.76190476194764, 'optimal', 'optimal']","[-7.142310974804498e-13, 1.0000000000004723, 'optimal', 'optimal']","[-3.781718992471973e-13, 1.0000000000007592, 'optimal', 'optimal']","[-4.2663441597705824e-13, 1.0000000000006422, 'optimal', 'optimal']","[-4.353092732818199e-13, 1.0000000000054516, 'optimal', 'optimal']","[-4.253103414167053e-13, 1.0000000000073515, 'optimal', 'optimal']","[-3.5848142243681655e-13, 1.0000000000079934, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1936,1,"[1.291666666662604, 3.071428571531585, 'optimal', 'optimal']","[-7.007459715721254e-14, 1.0000000000015912, 'optimal', 'optimal']","[-4.09359001119271e-12, 1.00000000000075, 'optimal', 'optimal']","[-3.785469874875799e-12, 1.0000000000011182, 'optimal', 'optimal']","[-6.368037504888358e-14, 1.0000000000002514, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,1,"[0.9782608695561363, 2.72000000000504, 'optimal', 'optimal']","[-3.123064984986763e-13, 1.0000000000000662, 'optimal', 'optimal']","[-2.322639094943837e-13, 1.000000000004795, 'optimal', 'optimal']","[-1.743857551089133e-13, 1.0000000000001468, 'optimal', 'optimal']","[-9.639184718262348e-14, 0.7627573858907711, 'optimal', 'optimal']","[-1.048862159613651e-13, 0.7627573859019643, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1938,1,"[1.9166666660070764, 5.937500013143621, 'optimal', 'optimal']","[-4.147907585999014e-13, 1.0000000000378302, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1939,1,"[1.4615384615284504, 4.050000000008134, 'optimal', 'optimal']","[-1.3620457130997374e-14, 1.0000000000008324, 'optimal', 'optimal']","[-2.0375751769569367e-13, 0.942583732096569, 'optimal', 'optimal']","[-1.9680187101175814e-13, 0.9999999999997206, 'optimal', 'optimal']","[-1.849214660926108e-13, 0.9999999999996266, 'optimal', 'optimal']","[-1.7341157372550674e-13, 0.9999999999994709, 'optimal', 'optimal']","[-1.5934219157888155e-13, 0.999999999996508, 'optimal', 'optimal']","[-1.356951819958173e-13, 1.0000000000003157, 'optimal', 'optimal']","[-1.379352048884945e-13, 1.0000000000000928, 'optimal', 'optimal']","[-1.3154516359821205e-13, 1.0000000000005638, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1940,1,"[0.16666666666649857, 1.6122448979634898, 'optimal', 'optimal']","[-1.9190251300531828e-14, 1.0000000000019078, 'optimal', 'optimal']","[-3.4057596842794334e-16, 1.0000000000004847, 'optimal', 'optimal']","[-3.5964531121523154e-16, 1.0000000000004758, 'optimal', 'optimal']","[-2.4085029057572155e-14, 1.0000000000005187, 'optimal', 'optimal']","[-2.953668589831358e-16, 1.0000000000004898, 'optimal', 'optimal']","[-2.966008173189128e-16, 1.0000000000005542, 'optimal', 'optimal']","[-2.6612553723772274e-14, 1.0000000000006555, 'optimal', 'optimal']","[-2.1074970021793245e-14, 1.0000000000008187, 'optimal', 'optimal']","[-2.00461881000819e-14, 1.0000000000007598, 'optimal', 'optimal']","[-1.6439943823355307e-14, 1.0000000000006375, 'optimal', 'optimal']","[-1.6306804054186698e-14, 1.0000000000008433, 'optimal', 'optimal']","[-1.474865462025099e-14, 1.0000000000018432, 'optimal', 'optimal']","[-1.3609708228822308e-14, 1.0000000000000298, 'optimal', 'optimal']","[-1.2398035888688369e-14, 1.0000000000000384, 'optimal', 'optimal']","[-1.0928895154799576e-14, 1.0000000000000784, 'optimal', 'optimal']","[-1.2189986884383368e-14, 1.0000000000000806, 'optimal', 'optimal']","[-1.3331546993424948e-14, 1.0000000000000826, 'optimal', 'optimal']","[-1.4244677104462177e-14, 1.0000000000000828, 'optimal', 'optimal']","[-1.4810216639499576e-14, 1.0000000000000833, 'optimal', 'optimal']","[-1.5890299570914495e-14, 1.0000000000000844, 'optimal', 'optimal']","[-1.737640249161951e-14, 1.000000000000083, 'optimal', 'optimal']","[-1.7436125801349867e-14, 1.0000000000000853, 'optimal', 'optimal']","[-1.7497602426705154e-14, 1.0000000000000864, 'optimal', 'optimal']","[-1.791192520604548e-14, 1.0000000000000855, 'optimal', 'optimal']","[-1.840173179423546e-14, 1.0000000000000857, 'optimal', 'optimal']","[-1.844093558648297e-14, 1.0000000000000855, 'optimal', 'optimal']","[-1.8684980290665218e-14, 1.0000000000000857, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1941,1,"[1.574999999950381, 4.777777777866663, 'optimal', 'optimal']","[-3.764106822467741e-13, 0.985810306200962, 'optimal', 'optimal']","[-2.86461168440489e-13, 0.9782030834711702, 'optimal', 'optimal']","[-2.7941210499715017e-13, 1.0000000000005027, 'optimal', 'optimal']","[-3.023717882352109e-13, 1.0000000000005236, 'optimal', 'optimal']","[-2.641262773282273e-13, 1.000000000007215, 'optimal', 'optimal']","[-3.3805400559716517e-13, 1.000000000005234, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1942,1,"[0.9636363636342037, 2.46875000004884, 'optimal', 'optimal']","[-2.908276969657018e-12, 1.0000000000011715, 'optimal', 'optimal']","[-1.861673102970119e-12, 1.0000000000030638, 'optimal', 'optimal']","[-1.5438479290937311e-12, 1.0000000000078964, 'optimal', 'optimal']","[-1.2243602901131809e-12, 0.9551910382083029, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1943,1,"[0.5348837209297457, 1.8260869565226756, 'optimal', 'optimal']","[-1.445143083788584e-13, 1.0000000000001523, 'optimal', 'optimal']","[-2.028302690228652e-13, 1.0000000000001388, 'optimal', 'optimal']","[-1.7917536689801006e-13, 1.0000000000001894, 'optimal', 'optimal']","[-1.832208329735512e-13, 1.000000000000133, 'optimal', 'optimal']","[-1.859888039467841e-13, 1.0000000000002303, 'optimal', 'optimal']","[-1.8334800702700558e-13, 1.0000000000004137, 'optimal', 'optimal']","[-1.7900142617939654e-13, 1.000000000000839, 'optimal', 'optimal']","[-2.296476529114648e-13, 1.0000000000003506, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1944,1,"[1.6363636363353788, 4.041666666682898, 'optimal', 'optimal']","[-1.0681942560224746e-12, 1.0000000000009093, 'optimal', 'optimal']","[-8.201501566218647e-13, 1.000000000001843, 'optimal', 'optimal']","[-1.0645781414667618e-12, 1.0000000000001243, 'optimal', 'optimal']","[-1.0254795234984627e-12, 1.0000000000001028, 'optimal', 'optimal']","[-9.693911940142952e-13, 1.0000000000000964, 'optimal', 'optimal']","[-9.700791426361376e-13, 1.0000000000011537, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1945,1,"[1.6745442268683277, 4.526315789480773, 'optimal', 'optimal']","[-5.132252500584414e-14, 1.0000000000106124, 'optimal', 'optimal']","[-5.6240360954907436e-14, 1.0000000000108666, 'optimal', 'optimal']","[-5.996540865350082e-14, 1.0000000000091678, 'optimal', 'optimal']","[-4.193448523388151e-12, 1.0000000000007245, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
