,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153,mu_154,mu_155,mu_156,mu_157,mu_158,mu_159,mu_160,mu_161,mu_162,mu_163,mu_164,mu_165,mu_166,mu_167,mu_168,mu_169,mu_170,mu_171,mu_172,mu_173,mu_174,mu_175,mu_176,mu_177,mu_178,mu_179,mu_180,mu_181,mu_182,mu_183,mu_184,mu_185,mu_186,mu_187,mu_188,mu_189,mu_190,mu_191,mu_192,mu_193,mu_194,mu_195,mu_196,mu_197,mu_198,mu_199,mu_200,mu_201,mu_202,mu_203,mu_204,mu_205,mu_206,mu_207,mu_208,mu_209,mu_210,mu_211,mu_212,mu_213,mu_214,mu_215,mu_216,mu_217,mu_218,mu_219,mu_220,mu_221,mu_222,mu_223,mu_224,mu_225,mu_226,mu_227,mu_228,mu_229,mu_230,mu_231,mu_232,mu_233,mu_234,mu_235,mu_236,mu_237,mu_238,mu_239,mu_240,mu_241,mu_242,mu_243,mu_244,mu_245,mu_246,mu_247,mu_248,mu_249,mu_250,mu_251,mu_252,mu_253,mu_254,mu_255,mu_256,mu_257,mu_258,mu_259,mu_260,mu_261,mu_262,mu_263,mu_264,mu_265,mu_266,mu_267,mu_268,mu_269,mu_270,mu_271,mu_272,mu_273,mu_274,mu_275,mu_276,mu_277,mu_278,mu_279,mu_280,mu_281,mu_282,mu_283,mu_284,mu_285,mu_286,mu_287
1373,1,"[0.6666666666627972, 1.5686274509808182, 'optimal', 'optimal']","[-4.8115064275769844e-14, 1.0000000000006581, 'optimal', 'optimal']","[-2.2667014180446412e-13, 1.000000000001844, 'optimal', 'optimal']","[-1.1086253606648894e-13, 0.5047148630455353, 'optimal', 'optimal']","[-1.3031128634053963e-13, 0.5047148630540081, 'optimal', 'optimal']","[-1.4072303839473815e-13, 0.5047148630639853, 'optimal', 'optimal']","[-1.502662136525874e-13, 0.5047148630452608, 'optimal', 'optimal']","[-1.5474553478162798e-13, 0.5047148630457268, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,1,"[2.243888888886822, 5.3750000000080105, 'optimal', 'optimal']","[-4.8715975712168635e-14, 0.8147231162875204, 'optimal', 'optimal']","[-3.988987544214462e-14, 1.0000000000036922, 'optimal', 'optimal']","[-4.124516592116945e-14, 1.000000000003916, 'optimal', 'optimal']","[-4.629441756483164e-14, 0.999999999991797, 'optimal', 'optimal']","[-5.129882469798005e-14, 0.9999999999926165, 'optimal', 'optimal']","[-5.479518416549487e-14, 0.9999999999930386, 'optimal', 'optimal']","[-6.201516973953302e-14, 0.9999999999945923, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,1,"[1.288815789473228, 3.4500000001367592, 'optimal', 'optimal']","[-2.6168566449593364e-13, 1.0000000000013967, 'optimal', 'optimal']","[-7.320799770042109e-13, 1.0000000000003426, 'optimal', 'optimal']","[-1.1150538640422343e-14, 1.0000000000002027, 'optimal', 'optimal']","[-1.3064113671313049e-14, 1.000000000000308, 'optimal', 'optimal']","[-1.5598452167262713e-14, 1.0000000000027862, 'optimal', 'optimal']","[-1.7893834078133382e-14, 1.0000000000034752, 'optimal', 'optimal']","[-1.9450128856394373e-14, 1.000000000003868, 'optimal', 'optimal']","[-2.0696697738406265e-14, 1.000000000000512, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,1,"[0.5227272727271378, 1.8352450469239985, 'optimal', 'optimal']","[-7.076107544767442e-14, 1.0000000000001543, 'optimal', 'optimal']","[-8.87310705275285e-14, 1.0000000000001112, 'optimal', 'optimal']","[-8.714031208565833e-14, 1.0000000000001013, 'optimal', 'optimal']","[-8.287976481143237e-14, 1.0000000000000797, 'optimal', 'optimal']","[-8.356873706369075e-14, 1.0000000000000677, 'optimal', 'optimal']","[-8.042866131861932e-14, 1.0000000000000817, 'optimal', 'optimal']","[-6.863571355249496e-14, 1.0000000000000957, 'optimal', 'optimal']","[-5.418532435699681e-14, 1.0000000000001301, 'optimal', 'optimal']","[-4.177856661551727e-14, 1.000000000005185, 'optimal', 'optimal']","[-3.406356949251626e-14, 0.8071402977499863, 'optimal', 'optimal']","[-3.503121511852625e-14, 0.8071402977502332, 'optimal', 'optimal']","[-3.488917948120833e-14, 0.8071402977500028, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,1,"[1.24282337048095, 2.448979591911714, 'optimal', 'optimal']","[0.2654761904724497, 1.0000000000006308, 'optimal', 'optimal']","[-2.9371526153143538e-12, 0.7345238095873995, 'optimal', 'optimal']","[-2.4094784571840413e-12, 0.5890561880292039, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,1,"[1.3414634146031794, 3.416666666722138, 'optimal', 'optimal']","[-5.21660885140687e-14, 0.9272727272980354, 'optimal', 'optimal']","[-6.022004162650945e-14, 1.0000000000001759, 'optimal', 'optimal']","[-6.238906707780465e-14, 1.0000000000002345, 'optimal', 'optimal']","[-5.89249037967399e-14, 1.0000000000003446, 'optimal', 'optimal']","[-5.1659049307224674e-14, 1.000000000000456, 'optimal', 'optimal']","[-5.0856429776722106e-14, 1.000000000000549, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,1,"[0.7187499999691369, 1.413043478262524, 'optimal', 'optimal']","[0.3163879598143678, 0.9106805293450698, 'optimal', 'optimal']","[-5.491034387898751e-13, 0.6834364552740684, 'optimal', 'optimal']","[-7.092890336013607e-13, 0.6836120401528891, 'optimal', 'optimal']","[-8.325829218910312e-13, 0.6836120401460257, 'optimal', 'optimal']","[-9.209609990011498e-13, 0.6836120401362472, 'optimal', 'optimal']","[-9.615814855978803e-13, 0.683612040135899, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,1,"[0.6060606060603264, 2.4666666666678627, 'optimal', 'optimal']","[-6.0224450773897294e-15, 0.9999999999999664, 'optimal', 'optimal']","[-5.8338154603729165e-15, 1.000000000000151, 'optimal', 'optimal']","[-5.529926171007896e-15, 1.0000000000002196, 'optimal', 'optimal']","[-5.335560102498744e-15, 1.0000000000001497, 'optimal', 'optimal']","[-4.878073777617671e-15, 1.000000000000039, 'optimal', 'optimal']","[-4.844072673461981e-15, 0.9999999999997883, 'optimal', 'optimal']","[-4.7914878823936435e-15, 0.9999999999995463, 'optimal', 'optimal']","[-4.51550476440912e-15, 0.9999999999999434, 'optimal', 'optimal']","[-4.4678454021274145e-15, 0.9999999999999372, 'optimal', 'optimal']","[-4.322863902448594e-15, 0.9999999999999283, 'optimal', 'optimal']","[-4.2865511512741744e-15, 0.9999999999998889, 'optimal', 'optimal']","[-4.397989286382969e-15, 0.9999999999998355, 'optimal', 'optimal']","[-4.6032545510288876e-15, 0.9999999999997718, 'optimal', 'optimal']","[-4.818647148946477e-15, 0.9999999999994211, 'optimal', 'optimal']","[-5.787557073481839e-15, 0.9999999999993346, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1381,1,"[10.571428570982796, 15.583333334486987, 'optimal', 'optimal']","[-4.063946258490747e-13, 0.2615830115834481, 'optimal', 'optimal']","[-5.780396286423146e-13, 0.8909266409294859, 'optimal', 'optimal']","[-6.128395463479925e-13, 0.9999999999978847, 'optimal', 'optimal']","[-6.126422801362822e-13, 0.999999999957799, 'optimal', 'optimal']","[-6.14828074027048e-13, 0.9999999999946337, 'optimal', 'optimal']","[-5.694702929580255e-13, 0.9999999999970048, 'optimal', 'optimal']","[-4.957672737635732e-13, 1.000000000001368, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,1,"[0.7346938775499078, 2.18518518518893, 'optimal', 'optimal']","[-5.6466391066658826e-14, 1.000000000000143, 'optimal', 'optimal']","[-7.28628968559702e-14, 1.0000000000000586, 'optimal', 'optimal']","[-7.80304627285784e-14, 1.0000000000000526, 'optimal', 'optimal']","[-8.0243123760623e-14, 1.0000000000000533, 'optimal', 'optimal']","[-8.20148608260195e-14, 1.0000000000000635, 'optimal', 'optimal']","[-7.731924183520984e-14, 1.0000000000001177, 'optimal', 'optimal']","[-7.166644659222323e-14, 1.0000000000002214, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,1,"[1.145833333325533, 3.116346153849461, 'optimal', 'optimal']","[-6.027284441517236e-13, 0.9575617283955818, 'optimal', 'optimal']","[-4.803615586493447e-13, 1.0000000000002063, 'optimal', 'optimal']","[-2.2221157747431513e-13, 1.000000000000292, 'optimal', 'optimal']","[-1.474129213861925e-13, 1.0000000000002611, 'optimal', 'optimal']","[-1.9165712985476082e-13, 1.00000000000015, 'optimal', 'optimal']","[-1.748215932841583e-13, 0.8602008237112314, 'optimal', 'optimal']","[-1.925199187493991e-13, 0.8602008237108967, 'optimal', 'optimal']","[-2.6081578315419616e-13, 0.8602008237108222, 'optimal', 'optimal']","[-3.502181734237639e-13, 0.8602008237109097, 'optimal', 'optimal']","[-4.343468689492767e-13, 0.8602008237109163, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,1,"[1.283582089545071, 2.738095238098331, 'optimal', 'optimal']","[-1.730461373407485e-13, 1.000000000004609, 'optimal', 'optimal']","[-7.832742181193233e-14, 1.0000000000121336, 'optimal', 'optimal']","[-4.33211511334772e-12, 0.6631359768703727, 'optimal', 'optimal']","[-8.664863938958185e-14, 0.6892629663345234, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,1,"[0.48779761904644536, 1.147040878586368, 'optimal', 'optimal']","[-2.1336284141635915e-14, 1.000000000000091, 'optimal', 'optimal']","[-5.963460868559776e-13, 1.0000000000030123, 'optimal', 'optimal']","[-5.333287761235713e-13, 0.7782800628684677, 'optimal', 'optimal']","[-6.594762946512015e-13, 0.7411174148960638, 'optimal', 'optimal']","[-6.828218266907994e-13, 0.7411174148838513, 'optimal', 'optimal']","[-7.085297828505928e-13, 0.7411174149266455, 'optimal', 'optimal']","[-7.301913223681483e-13, 0.7411174149050408, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,1,"[1.7954545453858943, 4.739130434792888, 'optimal', 'optimal']","[-3.457274044920483e-14, 0.9332566168367434, 'optimal', 'optimal']","[-8.839296479662165e-14, 1.000000000000557, 'optimal', 'optimal']","[-1.5401429007699895e-13, 1.000000000000201, 'optimal', 'optimal']","[-1.956650370341614e-13, 1.000000000000178, 'optimal', 'optimal']","[-2.1091169068615628e-13, 1.00000000000031, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,1,"[0.2857142857122176, 1.5906250000013862, 'optimal', 'optimal']","[-1.9817018514115275e-16, 1.0000000000000495, 'optimal', 'optimal']","[-1.7642473682525246e-16, 1.0000000000000384, 'optimal', 'optimal']","[-1.8669252345728088e-16, 0.9999999999999947, 'optimal', 'optimal']","[-1.9863721450820303e-16, 1.0000000000000087, 'optimal', 'optimal']","[-1.987708406204879e-16, 1.0000000000000315, 'optimal', 'optimal']","[-1.9694169802000004e-16, 1.0000000000000127, 'optimal', 'optimal']","[-2.288460494417533e-16, 1.0000000000000193, 'optimal', 'optimal']","[-2.6405606054765516e-16, 1.0000000000000104, 'optimal', 'optimal']","[-2.6536092155410895e-16, 0.9999999999999954, 'optimal', 'optimal']","[-2.653784224570015e-16, 0.9999999999999933, 'optimal', 'optimal']","[-2.6777762050025434e-16, 0.999999999999992, 'optimal', 'optimal']","[-2.6249863117470493e-16, 0.9999999999999907, 'optimal', 'optimal']","[-2.6352416354913953e-16, 0.9999999999999813, 'optimal', 'optimal']","[-2.645096503501065e-16, 0.9999999999999818, 'optimal', 'optimal']","[-2.6481154626363953e-16, 0.9999999999999846, 'optimal', 'optimal']","[-2.6786541158896627e-16, 0.9999999999999819, 'optimal', 'optimal']","[-2.6839241535278014e-16, 0.9999999999999758, 'optimal', 'optimal']","[-2.697422052179222e-16, 0.9999999999999599, 'optimal', 'optimal']","[-2.741726957933089e-16, 0.9999999999999184, 'optimal', 'optimal']","[-2.7693886350906233e-16, 0.9999999999998486, 'optimal', 'optimal']","[-2.7838015676205604e-16, 0.9999999999997081, 'optimal', 'optimal']","[-2.812339460768876e-16, 0.9999999999993067, 'optimal', 'optimal']","[-2.8311016802734444e-16, 0.999999999999987, 'optimal', 'optimal']","[-2.852921272143178e-16, 0.9999999999999838, 'optimal', 'optimal']","[-2.8626384648160827e-16, 0.9999999999999869, 'optimal', 'optimal']","[-2.8560215800869213e-16, 0.9999999999999829, 'optimal', 'optimal']","[-2.8781571041290725e-16, 0.9999999999999828, 'optimal', 'optimal']","[-2.876801053319456e-16, 0.9999999999999798, 'optimal', 'optimal']","[-2.8734669629123413e-16, 0.9999999999999769, 'optimal', 'optimal']","[-2.512893621721414e-16, 0.9999999999999771, 'optimal', 'optimal']","[-2.4882124536057544e-16, 0.999999999999977, 'optimal', 'optimal']","[-2.470248621566045e-16, 0.9999999999999771, 'optimal', 'optimal']","[-2.454038565740826e-16, 0.9999999999999778, 'optimal', 'optimal']","[-2.436787203173345e-16, 0.9999999999999782, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,1,"[None, None, 'infeasible', 'infeasible']","[None, None, 'infeasible', 'infeasible']","[None, None, 'infeasible', 'infeasible']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,1,"[0.6454545453952211, 0.8735915493001326, 'optimal', 'optimal']","[0.5954039431744174, 1.0000000000027325, 'optimal', 'optimal']","[-2.998907469196497e-13, 0.40459605679980826, 'optimal', 'optimal']","[-2.076333944276068e-13, 0.23979396021127294, 'optimal', 'optimal']","[-1.90059078029915e-13, 0.23979396020488694, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,1,"[0.02857142856388041, 8.948586121004487, 'optimal', 'optimal']","[-3.3653983033094345e-15, 0.9999999999999939, 'optimal', 'optimal']","[-2.047330559781087e-15, 0.9999999999999956, 'optimal', 'optimal']","[-6.376831449399395e-16, 0.9999999999999933, 'optimal', 'optimal']","[-4.454649514193468e-16, 0.999999999999872, 'optimal', 'optimal']","[-5.514393038042433e-16, 0.9999999999999228, 'optimal', 'optimal']","[-7.361630573024212e-16, 0.9999999999999459, 'optimal', 'optimal']","[-6.804162031256443e-16, 0.9999999999999499, 'optimal', 'optimal']","[-6.938298015426023e-16, 0.9999999999999605, 'optimal', 'optimal']","[-5.863980855080846e-16, 0.9999999999999696, 'optimal', 'optimal']","[-5.275438489730346e-16, 0.9999999999999564, 'optimal', 'optimal']","[-6.468718680464865e-16, 0.9999999999999658, 'optimal', 'optimal']","[-7.826579775613505e-16, 0.9999999999999672, 'optimal', 'optimal']","[-7.806317318844631e-16, 0.9999999999999671, 'optimal', 'optimal']","[-6.71106903315987e-16, 0.9999999999999495, 'optimal', 'optimal']","[-7.403520235581715e-16, 0.9999999999999575, 'optimal', 'optimal']","[-7.420397547589621e-16, 0.9999999999999489, 'optimal', 'optimal']","[-6.921282397930487e-16, 0.9999999999999466, 'optimal', 'optimal']","[-5.831459262757321e-16, 0.9999999999999442, 'optimal', 'optimal']","[-5.813879345938799e-16, 0.99999999999994, 'optimal', 'optimal']","[-8.113130208263251e-16, 0.9999999999999317, 'optimal', 'optimal']","[-7.548645721035953e-16, 0.999999999999939, 'optimal', 'optimal']","[-7.375725706358653e-16, 0.9999999999999315, 'optimal', 'optimal']","[-7.517539213473993e-16, 0.9999999999999252, 'optimal', 'optimal']","[-5.836969557894806e-16, 0.9999999999999152, 'optimal', 'optimal']","[-9.7664496557067e-16, 0.999999999999911, 'optimal', 'optimal']","[-1.1123126698913763e-15, 0.9999999999999062, 'optimal', 'optimal']","[-1.1366173204428975e-15, 0.9999999999999012, 'optimal', 'optimal']","[-1.0295315215428645e-15, 0.9999999999998943, 'optimal', 'optimal']","[-1.2795542816344865e-15, 0.9999999999998941, 'optimal', 'optimal']","[-1.4778117231617694e-15, 0.9999999999998863, 'optimal', 'optimal']","[-1.4632446985727544e-15, 0.9999999999998828, 'optimal', 'optimal']","[-1.5875142433041937e-15, 0.9999999999998765, 'optimal', 'optimal']","[-1.7184877399556621e-15, 0.9999999999998657, 'optimal', 'optimal']","[-1.8661472630739916e-15, 0.9999999999998626, 'optimal', 'optimal']","[-1.9042971914426257e-15, 0.9999999999998614, 'optimal', 'optimal']","[-1.9437783475631315e-15, 0.9999999999998564, 'optimal', 'optimal']","[-1.991114304160074e-15, 0.9999999999998531, 'optimal', 'optimal']","[-2.0247224435721005e-15, 0.9999999999998518, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
