,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153,mu_154,mu_155,mu_156,mu_157,mu_158,mu_159,mu_160,mu_161,mu_162,mu_163,mu_164,mu_165,mu_166,mu_167,mu_168,mu_169,mu_170,mu_171,mu_172,mu_173,mu_174,mu_175,mu_176,mu_177,mu_178,mu_179,mu_180,mu_181,mu_182,mu_183,mu_184,mu_185,mu_186,mu_187,mu_188,mu_189,mu_190,mu_191,mu_192,mu_193,mu_194,mu_195,mu_196,mu_197,mu_198,mu_199,mu_200,mu_201,mu_202,mu_203,mu_204,mu_205,mu_206,mu_207,mu_208,mu_209,mu_210,mu_211,mu_212,mu_213,mu_214,mu_215,mu_216,mu_217,mu_218,mu_219,mu_220,mu_221,mu_222,mu_223,mu_224,mu_225,mu_226,mu_227,mu_228,mu_229,mu_230,mu_231,mu_232,mu_233,mu_234,mu_235,mu_236,mu_237,mu_238,mu_239,mu_240,mu_241,mu_242,mu_243,mu_244,mu_245,mu_246,mu_247,mu_248,mu_249,mu_250,mu_251,mu_252,mu_253,mu_254,mu_255,mu_256,mu_257,mu_258,mu_259,mu_260,mu_261,mu_262,mu_263,mu_264,mu_265,mu_266,mu_267,mu_268,mu_269,mu_270,mu_271,mu_272,mu_273,mu_274,mu_275,mu_276,mu_277,mu_278,mu_279,mu_280,mu_281,mu_282,mu_283,mu_284,mu_285,mu_286,mu_287
557,1,"[6.95454545446837, 25.428571428901513, 'optimal', 'optimal']","[-3.9957134543007733e-14, 0.999999999998561, 'optimal', 'optimal']","[5.125915529578614e-13, 0.9999999999990287, 'optimal', 'optimal']","[-2.0755093671476918e-15, 0.9999999999985005, 'optimal', 'optimal']","[1.3903830099568436e-14, 0.9999999999988758, 'optimal', 'optimal']","[1.7115925673407226e-14, 0.9999999999990161, 'optimal', 'optimal']","[2.112287734712746e-15, 0.9999999999990585, 'optimal', 'optimal']","[-1.1741117570828821e-14, 0.9999999999991822, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,1,"[0.08307291665815954, 1.5497382198960794, 'optimal', 'optimal']","[-2.2831192812700566e-15, 0.9999999999999274, 'optimal', 'optimal']","[-2.209801042091293e-15, 0.9999999999999537, 'optimal', 'optimal']","[-2.250498464223757e-15, 0.9999999999998884, 'optimal', 'optimal']","[-2.02430858257118e-15, 0.9999999999997105, 'optimal', 'optimal']","[-2.1956629489065616e-15, 0.9999999999999162, 'optimal', 'optimal']","[-1.42119795742267e-15, 0.9999999999999165, 'optimal', 'optimal']","[-1.7637650352556978e-15, 0.9999999999998437, 'optimal', 'optimal']","[-1.9229258100628945e-15, 0.9999999999997881, 'optimal', 'optimal']","[-2.043409353690491e-15, 0.9999999999997452, 'optimal', 'optimal']","[-1.8232986915936853e-15, 0.9999999999997333, 'optimal', 'optimal']","[-1.747710232444104e-15, 0.9999999999997362, 'optimal', 'optimal']","[-1.8870010193714758e-15, 0.9999999999999178, 'optimal', 'optimal']","[-2.731387483462608e-15, 0.9999999999971666, 'optimal', 'optimal']","[-3.127226424554448e-15, 0.9999999999969971, 'optimal', 'optimal']","[-3.2305078769211986e-15, 0.9999999999978534, 'optimal', 'optimal']","[-3.1147322460522466e-15, 0.9881059570239197, 'optimal', 'optimal']","[-3.1357318520679253e-15, 0.9881059570227078, 'optimal', 'optimal']","[-3.217397540234537e-15, 0.9881059570257631, 'optimal', 'optimal']","[-3.3304650229977396e-15, 0.9881059570233677, 'optimal', 'optimal']","[-3.3736867804829276e-15, 0.9881059570257662, 'optimal', 'optimal']","[-3.2581324160462417e-15, 0.9881059570229032, 'optimal', 'optimal']","[-3.308942839986245e-15, 0.9881059570251892, 'optimal', 'optimal']","[-3.4706138512351364e-15, 0.9881059570238764, 'optimal', 'optimal']","[-3.610216593865051e-15, 0.9881059570256988, 'optimal', 'optimal']","[-3.770462852433258e-15, 0.988105957025758, 'optimal', 'optimal']","[-4.0120105681532776e-15, 0.9881059570256504, 'optimal', 'optimal']","[-4.105126475107146e-15, 0.988105957024486, 'optimal', 'optimal']","[-4.141302091592085e-15, 0.9881059570254341, 'optimal', 'optimal']","[-4.222882415539684e-15, 0.9881059570254027, 'optimal', 'optimal']","[-4.318107783136664e-15, 0.9881059570254276, 'optimal', 'optimal']","[-4.362899191601331e-15, 0.9881059570254247, 'optimal', 'optimal']","[-4.421659194460811e-15, 0.9881059570255087, 'optimal', 'optimal']","[-4.610097642526263e-15, 0.9881059570254845, 'optimal', 'optimal']","[-5.202124837959507e-15, 0.9881059570256516, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,1,"[0.8165492957728017, 1.8888888888911952, 'optimal', 'optimal']","[0.28496732016905096, 1.0000000000004492, 'optimal', 'optimal']","[-1.3063634413389659e-12, 0.7150326797417159, 'optimal', 'optimal']","[-1.0142338063196681e-12, 0.700000000006753, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,1,"[1.3846153846141527, 2.704545454587567, 'optimal', 'optimal']","[-5.716115647408242e-13, 0.5940170940224135, 'optimal', 'optimal']","[-6.657424320139324e-13, 1.0000000000008997, 'optimal', 'optimal']","[-6.935915696686344e-13, 1.0000000000065108, 'optimal', 'optimal']","[-7.017336417884145e-13, 1.0000000000004736, 'optimal', 'optimal']","[-7.026528029747999e-13, 1.0000000000004299, 'optimal', 'optimal']","[-7.138466922813709e-13, 1.0000000000007343, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,1,"[0.901960784313154, 2.535714285718968, 'optimal', 'optimal']","[-4.914492882560411e-13, 1.0000000000007285, 'optimal', 'optimal']","[-5.36985535656259e-13, 1.0000000000002196, 'optimal', 'optimal']","[-4.640541983758289e-13, 1.0000000000002203, 'optimal', 'optimal']","[-4.1025867174419954e-13, 1.0000000000001856, 'optimal', 'optimal']","[-3.4073785111125893e-13, 1.0000000000003242, 'optimal', 'optimal']","[-2.814561875407258e-13, 1.0000000000068623, 'optimal', 'optimal']","[-1.9981531628008577e-13, 0.6756742932217881, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,1,"[1.2249999999953332, 2.577777777779805, 'optimal', 'optimal']","[-2.126203838993342e-13, 1.000000000003082, 'optimal', 'optimal']","[-7.848421871635876e-14, 1.0000000000094653, 'optimal', 'optimal']","[-4.480174897570928e-12, 0.6567287784723027, 'optimal', 'optimal']","[-6.204504176155679e-14, 0.6567287784729128, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,1,"[1.8214285714276381, 3.1190476191235073, 'optimal', 'optimal']","[-1.12962610659253e-14, 0.45967741935511, 'optimal', 'optimal']","[-2.4421919328980557e-14, 0.5588235294190579, 'optimal', 'optimal']","[-2.5358549919860985e-14, 1.0000000000011215, 'optimal', 'optimal']","[-2.8101281531595136e-14, 1.000000000000284, 'optimal', 'optimal']","[-3.1076260526136596e-14, 1.0000000000002103, 'optimal', 'optimal']","[-3.1621409462233584e-14, 1.0000000000001135, 'optimal', 'optimal']","[-3.1211701255512606e-14, 1.0000000000048777, 'optimal', 'optimal']","[-3.074098779571627e-14, 1.0000000000088056, 'optimal', 'optimal']","[-3.000019711996121e-14, 1.000000000010462, 'optimal', 'optimal']","[-2.7704150221249043e-14, 1.0000000000002267, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,1,"[0.6666666666659186, 2.489444444445414, 'optimal', 'optimal']","[-3.490115461458357e-16, 1.0000000000004732, 'optimal', 'optimal']","[-5.864754658139876e-15, 1.000000000000396, 'optimal', 'optimal']","[-1.0291980390287615e-14, 1.0000000000003784, 'optimal', 'optimal']","[1.1098629687463067e-15, 1.000000000000286, 'optimal', 'optimal']","[-2.512854529391452e-16, 1.0000000000001479, 'optimal', 'optimal']","[-2.6327809927407704e-16, 1.000000000000205, 'optimal', 'optimal']","[-3.021341161351605e-16, 1.0000000000002054, 'optimal', 'optimal']","[-3.517152685765239e-16, 1.0000000000001923, 'optimal', 'optimal']","[-3.845899543122774e-16, 1.0000000000000961, 'optimal', 'optimal']","[-4.1483637597823285e-16, 1.0000000000001046, 'optimal', 'optimal']","[-4.433090548366253e-16, 1.000000000000118, 'optimal', 'optimal']","[-4.588268307248719e-16, 1.0000000000001124, 'optimal', 'optimal']","[-4.848036996286222e-16, 1.000000000000145, 'optimal', 'optimal']","[-5.163794538384642e-16, 1.0000000000002311, 'optimal', 'optimal']","[-5.22692858160488e-16, 1.0000000000002904, 'optimal', 'optimal']","[-5.254720076441832e-16, 1.0000000000003038, 'optimal', 'optimal']","[-5.324068701361295e-16, 1.000000000000316, 'optimal', 'optimal']","[-5.354218717167792e-16, 1.0000000000003453, 'optimal', 'optimal']","[-5.399897362598601e-16, 1.0000000000003486, 'optimal', 'optimal']","[-5.481538013185792e-16, 1.0000000000004003, 'optimal', 'optimal']","[-5.536869123939852e-16, 1.0000000000004798, 'optimal', 'optimal']","[-5.5680303943664735e-16, 1.000000000000491, 'optimal', 'optimal']","[-5.621323483323405e-16, 1.0000000000005356, 'optimal', 'optimal']","[-5.658312335901466e-16, 1.0000000000005693, 'optimal', 'optimal']","[-5.710267725058642e-16, 1.0000000000006055, 'optimal', 'optimal']","[-5.82739124824803e-16, 1.000000000000663, 'optimal', 'optimal']","[-5.833638280709094e-16, 1.000000000000615, 'optimal', 'optimal']","[-5.867650286629912e-16, 1.000000000000553, 'optimal', 'optimal']","[-5.907783700791424e-16, 1.000000000000528, 'optimal', 'optimal']","[-5.848906795021678e-16, 1.0000000000005687, 'optimal', 'optimal']","[-5.861979324448018e-16, 1.0000000000005662, 'optimal', 'optimal']","[-5.878723769584592e-16, 1.0000000000005655, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
565,1,"[0.6153846153844853, 1.4358974358979002, 'optimal', 'optimal']","[-5.131599349300213e-14, 0.9999999999999813, 'optimal', 'optimal']","[-5.615888498233122e-14, 0.999999999999789, 'optimal', 'optimal']","[-5.932093798284956e-14, 0.9999999999997122, 'optimal', 'optimal']","[-6.062292816800243e-14, 0.9999999999997627, 'optimal', 'optimal']","[-6.149598402604275e-14, 0.9999999999998096, 'optimal', 'optimal']","[-6.357210276380882e-14, 0.9999999999996629, 'optimal', 'optimal']","[-6.173128100439694e-14, 0.9999999999992817, 'optimal', 'optimal']","[-6.01812743301344e-14, 0.9999999999988413, 'optimal', 'optimal']","[-6.167057918392766e-14, 0.9999999999987819, 'optimal', 'optimal']","[-5.918582714722051e-14, 0.999999999999957, 'optimal', 'optimal']","[-6.334993547216736e-14, 0.9999999999999573, 'optimal', 'optimal']","[-6.358563119711725e-14, 0.9999999999999585, 'optimal', 'optimal']","[-6.539327058420882e-14, 0.9999999999999648, 'optimal', 'optimal']","[-6.624876324823346e-14, 0.9999999999999601, 'optimal', 'optimal']","[-6.624567049940109e-14, 0.9999999999999563, 'optimal', 'optimal']","[-6.6043163825587e-14, 0.9999999999999313, 'optimal', 'optimal']","[-6.612927941808694e-14, 0.999999999999879, 'optimal', 'optimal']","[-6.661980521692532e-14, 0.9999999999997568, 'optimal', 'optimal']","[-6.738843794402543e-14, 0.999999999999336, 'optimal', 'optimal']","[-6.736075346842096e-14, 0.999999999999077, 'optimal', 'optimal']","[-6.793534126772884e-14, 0.9999999999988894, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,1,"[1.4285714285712534, 1.8260869565268247, 'optimal', 'optimal']","[-2.340174433018019e-14, 0.7032967033070252, 'optimal', 'optimal']","[-9.368493634524622e-15, 0.7619047619327383, 'optimal', 'optimal']","[-8.13678524835454e-15, 0.9142857145174942, 'optimal', 'optimal']","[-1.6370239634096397e-14, 0.9142857142946484, 'optimal', 'optimal']","[-1.8434526370839018e-14, 0.9999999999999474, 'optimal', 'optimal']","[-1.6632526871058745e-14, 0.999999999999971, 'optimal', 'optimal']","[-1.7310539567905858e-14, 0.9999999999999248, 'optimal', 'optimal']","[-2.0676204712244477e-14, 0.9999999999999568, 'optimal', 'optimal']","[-1.7943283909449912e-14, 0.9999999999999548, 'optimal', 'optimal']","[-1.6589985356614324e-14, 0.9999999999999458, 'optimal', 'optimal']","[-1.8426418561093766e-14, 0.9999999999999699, 'optimal', 'optimal']","[-1.7669580625157732e-14, 0.9999999999999802, 'optimal', 'optimal']","[-9.879124481707355e-15, 0.9999999999999865, 'optimal', 'optimal']","[-8.888672857653984e-15, 0.9999999999999889, 'optimal', 'optimal']","[-8.981777015328058e-15, 0.9999999999999902, 'optimal', 'optimal']","[-9.072204751534587e-15, 0.9999999999992886, 'optimal', 'optimal']","[-9.271919675630613e-15, 0.9999999999995706, 'optimal', 'optimal']","[-9.529460296911276e-15, 0.9999999999996722, 'optimal', 'optimal']","[-9.056106611542736e-15, 0.9999999999998955, 'optimal', 'optimal']","[-8.617955862571982e-15, 0.9999999999999761, 'optimal', 'optimal']","[-8.25145077776777e-15, 0.999999999999984, 'optimal', 'optimal']","[-8.28693083628163e-15, 0.9999999999999873, 'optimal', 'optimal']","[-7.857336685399389e-15, 0.9999999999999837, 'optimal', 'optimal']","[-6.86685307203042e-15, 0.9999999999999553, 'optimal', 'optimal']","[-6.868645400821275e-15, 0.9999999999999596, 'optimal', 'optimal']","[-6.8349616216519984e-15, 0.9999999999999605, 'optimal', 'optimal']","[-6.9773299347839296e-15, 0.9999999999999573, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,1,"[0.18181818181751347, 1.3055555555624305, 'optimal', 'optimal']","[-5.007016067048716e-15, 1.0000000000023987, 'optimal', 'optimal']","[-6.17717259499992e-15, 1.0000000000016314, 'optimal', 'optimal']","[-4.9960238312481385e-15, 1.0000000000014666, 'optimal', 'optimal']","[-4.314871393678088e-15, 1.0000000000015556, 'optimal', 'optimal']","[-3.958263248705715e-15, 1.0000000000016371, 'optimal', 'optimal']","[-3.683871269758354e-15, 1.0000000000017149, 'optimal', 'optimal']","[-3.895924465246964e-15, 1.000000000002143, 'optimal', 'optimal']","[-2.9914576645035556e-15, 1.0000000000000533, 'optimal', 'optimal']","[-2.6484233195609736e-15, 1.000000000000139, 'optimal', 'optimal']","[-2.77475261854843e-15, 1.0000000000038696, 'optimal', 'optimal']","[-3.2641074414593727e-15, 1.0000000000021734, 'optimal', 'optimal']","[-3.628856523775913e-15, 1.0000000000000564, 'optimal', 'optimal']","[-4.147554582886449e-15, 1.0000000000046187, 'optimal', 'optimal']","[-4.690101953831126e-15, 1.0000000000029383, 'optimal', 'optimal']","[-5.304049641654937e-15, 1.000000000000294, 'optimal', 'optimal']","[-5.732526009202485e-15, 0.8776964140495722, 'optimal', 'optimal']","[-5.184432095123e-15, 0.8776964140496536, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568,1,"[0.06249999999923825, 4.384615385349238, 'optimal', 'optimal']","[-7.055165679486252e-15, 0.9999999999998377, 'optimal', 'optimal']","[4.407817636565637e-15, 0.999999999999857, 'optimal', 'optimal']","[-8.94121908215297e-15, 0.9999999999999044, 'optimal', 'optimal']","[-1.002346374212284e-14, 0.9999999999999648, 'optimal', 'optimal']","[-8.92343501755994e-15, 0.9999999999999368, 'optimal', 'optimal']","[-6.952377656533053e-15, 0.9999999999999231, 'optimal', 'optimal']","[-4.891018348711799e-15, 0.9999999999987574, 'optimal', 'optimal']","[-2.9075265460151933e-15, 0.999999999999663, 'optimal', 'optimal']","[3.185520928740525e-14, 0.9999999999999308, 'optimal', 'optimal']","[3.046112718562095e-14, 0.9999999999999379, 'optimal', 'optimal']","[3.0638242581249695e-14, 0.9999999999999312, 'optimal', 'optimal']","[3.020139256369364e-14, 0.999999999999928, 'optimal', 'optimal']","[-8.964076289092911e-15, 0.9999999999999294, 'optimal', 'optimal']","[-7.614981371195006e-16, 0.9999999999999043, 'optimal', 'optimal']","[-8.104110501186433e-16, 0.9999999999999173, 'optimal', 'optimal']","[-8.463895485192019e-16, 0.9999999999999248, 'optimal', 'optimal']","[-8.601726250255311e-16, 0.9999999999999327, 'optimal', 'optimal']","[-9.932064894611834e-16, 0.9999999999999433, 'optimal', 'optimal']","[-1.0200846371213625e-15, 0.9999999999999558, 'optimal', 'optimal']","[-1.034094287405832e-15, 0.9999999999999634, 'optimal', 'optimal']","[-1.0367176431883256e-15, 0.9999999999978039, 'optimal', 'optimal']","[-1.07951494199153e-15, 0.9999999999981546, 'optimal', 'optimal']","[-9.98983318145353e-16, 0.9999999999988358, 'optimal', 'optimal']","[-9.694043096046844e-16, 0.9999999999988551, 'optimal', 'optimal']","[-1.0432227314582345e-15, 0.9999999999987023, 'optimal', 'optimal']","[-1.314908946852573e-15, 0.9999999999988848, 'optimal', 'optimal']","[-1.3375803765081718e-15, 0.9999999999983636, 'optimal', 'optimal']","[-1.3990433980463547e-15, 0.9999999999986311, 'optimal', 'optimal']","[-1.4531816736633395e-15, 0.9999999999988827, 'optimal', 'optimal']","[-1.3830856745193762e-15, 0.9999999999989881, 'optimal', 'optimal']","[-1.3062491693673008e-15, 0.9999999999990355, 'optimal', 'optimal']","[-1.2496640680225341e-15, 0.9999999999990153, 'optimal', 'optimal']","[-1.2310936597793994e-15, 0.9999999999992063, 'optimal', 'optimal']","[-1.4778165944124888e-15, 0.999999999999272, 'optimal', 'optimal']","[-1.5254299373651634e-15, 0.9999999999995399, 'optimal', 'optimal']","[-1.541410358937792e-15, 0.9999999999995223, 'optimal', 'optimal']","[-1.599906350670137e-15, 0.9999999999995537, 'optimal', 'optimal']","[-1.979075244833054e-15, 0.9999999999996925, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
569,1,"[0.9242424239042585, 1.4754098361131462, 'optimal', 'optimal']","[0.5958105646384918, 1.0000000000011213, 'optimal', 'optimal']","[-2.204703350249151e-12, 0.4041894353432296, 'optimal', 'optimal']","[-2.038511567353859e-12, 0.40418943534528823, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,1,"[0.14705882349568275, 0.6296296296711189, 'optimal', 'optimal']","[-1.1159375538756259e-13, 1.000000000000355, 'optimal', 'optimal']","[-7.336363268016854e-14, 1.0000000000006348, 'optimal', 'optimal']","[-7.662740226251391e-14, 1.0000000000004328, 'optimal', 'optimal']","[-1.443284566765838e-13, 1.000000000010163, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,1,"[1.4561403508709325, 3.173695496806888, 'optimal', 'optimal']","[-4.777134090458969e-14, 1.0000000000054499, 'optimal', 'optimal']","[-4.108433713884316e-14, 1.000000000014289, 'optimal', 'optimal']","[-4.4776017288866705e-14, 1.000000000000285, 'optimal', 'optimal']","[-3.8612480025954086e-14, 1.0000000000004536, 'optimal', 'optimal']","[-4.45938277125681e-14, 1.000000000000671, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
