,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153,mu_154,mu_155,mu_156,mu_157,mu_158,mu_159,mu_160,mu_161,mu_162,mu_163,mu_164,mu_165,mu_166,mu_167,mu_168,mu_169,mu_170,mu_171,mu_172,mu_173,mu_174,mu_175,mu_176,mu_177,mu_178,mu_179,mu_180,mu_181,mu_182,mu_183,mu_184,mu_185,mu_186,mu_187,mu_188,mu_189,mu_190,mu_191,mu_192,mu_193,mu_194,mu_195,mu_196,mu_197,mu_198,mu_199,mu_200,mu_201,mu_202,mu_203,mu_204,mu_205,mu_206,mu_207,mu_208,mu_209,mu_210,mu_211,mu_212,mu_213,mu_214,mu_215,mu_216,mu_217,mu_218,mu_219,mu_220,mu_221,mu_222,mu_223,mu_224,mu_225,mu_226,mu_227,mu_228,mu_229,mu_230,mu_231,mu_232,mu_233,mu_234,mu_235,mu_236,mu_237,mu_238,mu_239,mu_240,mu_241,mu_242,mu_243,mu_244,mu_245,mu_246,mu_247,mu_248,mu_249,mu_250,mu_251,mu_252,mu_253,mu_254,mu_255,mu_256,mu_257,mu_258,mu_259,mu_260,mu_261,mu_262,mu_263
900,1,"[1.537820512810464, 3.843750000036, 'optimal', 'optimal']","[-4.154386454958702e-12, 0.9016577420401777, 'optimal', 'optimal']","[-4.7503646314554486e-12, 1.0000000000049423, 'optimal', 'optimal']","[-3.2374632106798832e-12, 1.0000000000194798, 'optimal', 'optimal']","[-4.365334901252424e-12, 1.0000000000002034, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,1,"[0.6363636363630898, 2.114772727277953, 'optimal', 'optimal']","[-4.154453482017432e-15, 0.9999999999999614, 'optimal', 'optimal']","[-4.10823872329128e-15, 0.999999999998461, 'optimal', 'optimal']","[-4.353232676059713e-15, 0.9999999999982989, 'optimal', 'optimal']","[-4.510632552908818e-15, 0.9999999999978657, 'optimal', 'optimal']","[-4.610490933567042e-15, 0.9999999999970656, 'optimal', 'optimal']","[-4.598012449191674e-15, 0.9999999999976763, 'optimal', 'optimal']","[-5.050210249929153e-15, 0.999999999997716, 'optimal', 'optimal']","[-5.028534584455682e-15, 0.999999999997379, 'optimal', 'optimal']","[-4.788145606477036e-15, 0.9999999999999409, 'optimal', 'optimal']","[-4.633765891805981e-15, 0.9999999999999458, 'optimal', 'optimal']","[-4.620350942854598e-15, 0.9999999999996393, 'optimal', 'optimal']","[-4.405690530265071e-15, 0.9999999999994923, 'optimal', 'optimal']","[-4.154830701561655e-15, 0.9999999999986333, 'optimal', 'optimal']","[-4.214472204153495e-15, 0.9999999999987325, 'optimal', 'optimal']","[-4.274213627309688e-15, 0.9999999999987206, 'optimal', 'optimal']","[-4.330735896277775e-15, 0.9999999999988486, 'optimal', 'optimal']","[-4.353558354065643e-15, 0.9999999999989169, 'optimal', 'optimal']","[-4.383432009025924e-15, 0.9999999999993998, 'optimal', 'optimal']","[-4.4054383088280015e-15, 0.9999999999995215, 'optimal', 'optimal']","[-4.419681054778112e-15, 0.9999999999996649, 'optimal', 'optimal']","[-4.206560457221585e-15, 0.9999999999996857, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,1,"[1.861111111110224, 4.200833333343973, 'optimal', 'optimal']","[-5.262123287716627e-13, 0.7612562189075516, 'optimal', 'optimal']","[-4.2847559417576905e-13, 1.0000000000018825, 'optimal', 'optimal']","[-7.11628297634576e-13, 1.0000000000039633, 'optimal', 'optimal']","[-8.132955459316195e-13, 1.0000000000061182, 'optimal', 'optimal']","[-8.513549657340482e-13, 1.000000000008416, 'optimal', 'optimal']","[-8.967458818706585e-13, 1.0000000000075537, 'optimal', 'optimal']","[-9.36626153108312e-13, 0.97318682547792, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,1,"[1.5757575757386848, 5.066666666673596, 'optimal', 'optimal']","[-4.564106753852683e-14, 1.0000000000043234, 'optimal', 'optimal']","[-3.7545087414079554e-14, 1.000000000004944, 'optimal', 'optimal']","[-3.971454961285332e-14, 1.000000000004823, 'optimal', 'optimal']","[-3.949485123139921e-14, 1.0000000000047977, 'optimal', 'optimal']","[-3.973878652699875e-14, 1.0000000000044489, 'optimal', 'optimal']","[-4.0283437421746004e-14, 1.0000000000035825, 'optimal', 'optimal']","[-2.178557400471116e-14, 1.0000000000001064, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,1,"[0.9999999999922562, 3.6250000000209197, 'optimal', 'optimal']","[-4.1661870598677164e-13, 1.0000000000044091, 'optimal', 'optimal']","[-5.012994925125081e-13, 1.000000000000851, 'optimal', 'optimal']","[-5.111717500719187e-13, 1.0000000000016973, 'optimal', 'optimal']","[-5.283729081259492e-13, 1.0000000000012674, 'optimal', 'optimal']","[-5.242821002361161e-13, 1.0000000000005778, 'optimal', 'optimal']","[-5.211347833495102e-13, 1.0000000000032165, 'optimal', 'optimal']","[-4.813438041937085e-13, 1.0000000000089602, 'optimal', 'optimal']","[-4.2585002362643465e-13, 0.9051724137952142, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,1,"[1.1304347825877423, 1.5333333333473922, 'optimal', 'optimal']","[-1.5065922222172218e-14, 0.2324414715809017, 'optimal', 'optimal']","[0.19852406570383221, 1.0000000000055214, 'optimal', 'optimal']","[-1.944537329903467e-13, 0.5850697927753018, 'optimal', 'optimal']","[-5.452020941593447e-13, 0.7202898550733455, 'optimal', 'optimal']","[-8.46640011724416e-15, 0.7202898550730696, 'optimal', 'optimal']","[-9.860280061284643e-15, 0.7202898550731227, 'optimal', 'optimal']","[-1.1949014581444003e-14, 0.7202898550731426, 'optimal', 'optimal']","[-1.3479087759584065e-14, 0.7202898550729983, 'optimal', 'optimal']","[-1.490426221132349e-14, 0.7202898550732126, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,1,"[1.1357954545447715, 3.000000000007913, 'optimal', 'optimal']","[-3.6020518001111375e-14, 1.0000000000036222, 'optimal', 'optimal']","[-3.6122890790405437e-14, 1.0000000000040454, 'optimal', 'optimal']","[-3.345062565832553e-14, 1.000000000013824, 'optimal', 'optimal']","[-2.703380160428956e-12, 1.000000000000269, 'optimal', 'optimal']","[-3.1623430776232135e-14, 1.00000000000033, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,1,"[2.111111111107107, 6.000000000024704, 'optimal', 'optimal']","[-2.326267488067009e-13, 1.0000000000006963, 'optimal', 'optimal']","[-3.1606644725646924e-12, 1.0000000000003724, 'optimal', 'optimal']","[-3.336152404968212e-12, 1.0000000000004037, 'optimal', 'optimal']","[-5.056974746172113e-14, 1.000000000000875, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,1,"[1.3893967093171138, 3.7272727273011284, 'optimal', 'optimal']","[-2.659473238088555e-12, 1.0000000000019225, 'optimal', 'optimal']","[-1.7025390231740971e-12, 1.0000000000062297, 'optimal', 'optimal']","[-1.416521828856773e-12, 1.0000000000169538, 'optimal', 'optimal']","[-2.2628801770806988e-12, 1.0000000000002347, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,1,"[1.0493749999946336, 3.095238095261128, 'optimal', 'optimal']","[-4.822101452811682e-13, 1.0000000000002023, 'optimal', 'optimal']","[-5.263416357519005e-13, 1.0000000000003044, 'optimal', 'optimal']","[-5.242633719162918e-13, 1.0000000000002993, 'optimal', 'optimal']","[-5.174723356881681e-13, 1.000000000000238, 'optimal', 'optimal']","[-5.054038298202853e-13, 1.0000000000001958, 'optimal', 'optimal']","[-5.042418881121433e-13, 1.0000000000001643, 'optimal', 'optimal']","[-5.146924340806032e-13, 1.0000000000001523, 'optimal', 'optimal']","[-5.167457221291925e-13, 0.9999999999994782, 'optimal', 'optimal']","[-5.188358232088713e-13, 1.0000000000002967, 'optimal', 'optimal']","[-5.067818776375741e-13, 1.0000000000003888, 'optimal', 'optimal']","[-5.560427125873309e-15, 1.0000000000003977, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,1,"[1.7374999999360676, 4.454545454771403, 'optimal', 'optimal']","[0.22448979591698467, 1.0000000000003486, 'optimal', 'optimal']","[-1.1285507739214652e-12, 0.5103534453846091, 'optimal', 'optimal']","[-1.3098200934084964e-12, 0.6388166791839042, 'optimal', 'optimal']","[-1.5273321252655566e-12, 0.7755102041613432, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,1,"[1.6315789473673084, 4.428571428791857, 'optimal', 'optimal']","[-1.321662907856239e-12, 0.9779286927205121, 'optimal', 'optimal']","[-3.4481624713380794e-14, 1.0000000000004667, 'optimal', 'optimal']","[-4.313868182903081e-14, 1.0000000000004694, 'optimal', 'optimal']","[-2.7044608333495764e-14, 1.0000000000016829, 'optimal', 'optimal']","[-5.260965594148027e-13, 0.7472856284635612, 'optimal', 'optimal']","[-5.753717363407639e-13, 0.7472856284313926, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,1,"[1.2857142857131227, 3.6363636364419594, 'optimal', 'optimal']","[-2.0475726243633248e-14, 1.0000000000007832, 'optimal', 'optimal']","[-1.9162607130185022e-14, 1.0000000000011955, 'optimal', 'optimal']","[-2.0194961693729373e-14, 1.0000000000042968, 'optimal', 'optimal']","[-1.5093059570507014e-12, 1.0000000000044502, 'optimal', 'optimal']","[-1.0171947930839308e-12, 0.9502322495097428, 'optimal', 'optimal']","[-9.748768745925723e-13, 0.950232249505143, 'optimal', 'optimal']","[-9.30254329456692e-13, 0.9502322495088263, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,1,"[0.5675675675675241, 2.22670375521591, 'optimal', 'optimal']","[-7.260649782676724e-15, 1.0000000000001854, 'optimal', 'optimal']","[-6.749386745525693e-15, 1.0000000000001508, 'optimal', 'optimal']","[-6.724287084304356e-15, 1.0000000000000966, 'optimal', 'optimal']","[-5.913083029401804e-15, 1.0000000000000906, 'optimal', 'optimal']","[-5.15130987527613e-15, 1.0000000000001517, 'optimal', 'optimal']","[-4.3271030328602636e-15, 0.9079106137109569, 'optimal', 'optimal']","[-4.627783176788008e-15, 0.907910613713994, 'optimal', 'optimal']","[-4.92124306364328e-15, 0.907910613716642, 'optimal', 'optimal']","[-5.24379818522467e-15, 0.9079106137170687, 'optimal', 'optimal']","[-5.689503689918225e-15, 0.9079106137177452, 'optimal', 'optimal']","[-6.286034517670649e-15, 0.907910613708192, 'optimal', 'optimal']","[-6.872946248677306e-15, 0.907910613710758, 'optimal', 'optimal']","[-7.265974161190021e-15, 0.9079106137109572, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,1,"[0.6363636363608162, 1.486486486490363, 'optimal', 'optimal']","[-5.055847737773701e-15, 1.0000000000032503, 'optimal', 'optimal']","[-6.538470290682551e-15, 1.0000000000010623, 'optimal', 'optimal']","[-7.882041585734457e-15, 1.0000000000009497, 'optimal', 'optimal']","[-8.832788568539433e-15, 1.0000000000005762, 'optimal', 'optimal']","[-9.568096303993827e-15, 1.0000000000004572, 'optimal', 'optimal']","[-9.578977653303888e-15, 1.000000000000422, 'optimal', 'optimal']","[-9.623134288991205e-15, 1.0000000000005465, 'optimal', 'optimal']","[-9.742495598383114e-15, 1.0000000000007858, 'optimal', 'optimal']","[-9.264404228139915e-15, 1.0000000000012914, 'optimal', 'optimal']","[-8.984122750106096e-15, 1.0000000000018476, 'optimal', 'optimal']","[-9.529799197949487e-15, 1.0000000000000981, 'optimal', 'optimal']","[-9.895219806186152e-15, 1.0000000000005287, 'optimal', 'optimal']","[-1.0312584971653106e-14, 0.969594594598379, 'optimal', 'optimal']","[-1.039843179930912e-14, 0.9695945945975288, 'optimal', 'optimal']","[-1.0429199530975663e-14, 0.9350011168648773, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,1,"[1.649999999990367, 4.600000000030034, 'optimal', 'optimal']","[-8.230098362889745e-14, 1.000000000014192, 'optimal', 'optimal']","[-6.798316298607193e-14, 1.0000000000002616, 'optimal', 'optimal']","[-5.160718585106141e-14, 1.0000000000003777, 'optimal', 'optimal']","[-6.647982227615774e-14, 1.0000000000003852, 'optimal', 'optimal']","[-8.512059127857067e-14, 1.0000000000004998, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,1,"[2.090909090872529, 5.937500000095026, 'optimal', 'optimal']","[-2.0657720459949055e-13, 1.0000000000004987, 'optimal', 'optimal']","[-1.8561557168308866e-13, 1.000000000000672, 'optimal', 'optimal']","[-1.7424040595453237e-13, 1.0000000000006268, 'optimal', 'optimal']","[-1.3370910686903244e-13, 1.0000000000110532, 'optimal', 'optimal']","[-1.4746375532427383e-13, 1.0000000000109166, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,1,"[1.7352941176437315, 3.656250000118122, 'optimal', 'optimal']","[-5.3200366251918414e-14, 0.6590229312299701, 'optimal', 'optimal']","[-5.1005450447969736e-14, 1.0000000000021019, 'optimal', 'optimal']","[-4.410352467575773e-14, 1.0000000000035478, 'optimal', 'optimal']","[-3.762227623690065e-14, 1.0000000000001168, 'optimal', 'optimal']","[-3.732055371852957e-14, 1.0000000000001095, 'optimal', 'optimal']","[-3.556073801490729e-14, 0.7520289649612252, 'optimal', 'optimal']","[-3.588322071810915e-14, 0.7520289649458695, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,1,"[1.8292682926620039, 4.809523809553398, 'optimal', 'optimal']","[-1.5773875949229953e-12, 1.0000000000005573, 'optimal', 'optimal']","[-9.099111519137114e-13, 1.0000000000009985, 'optimal', 'optimal']","[-2.1000324308145014e-12, 1.0000000000012934, 'optimal', 'optimal']","[-1.968512537968029e-13, 0.8417582417587594, 'optimal', 'optimal']","[-2.1926556985449854e-13, 0.841758241759686, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,1,"[1.5319148936121405, 3.558850787768786, 'optimal', 'optimal']","[-9.011586133620043e-14, 1.00000000000359, 'optimal', 'optimal']","[-9.548193016622022e-14, 1.000000000011562, 'optimal', 'optimal']","[-5.046417056097138e-14, 1.0000000000003173, 'optimal', 'optimal']","[-5.3482942551271276e-14, 0.7268119726088819, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,1,"[1.4418604651012568, 3.5833333333854394, 'optimal', 'optimal']","[-3.494188958307285e-13, 1.0000000000094125, 'optimal', 'optimal']","[-8.669700024542776e-14, 1.0000000000040847, 'optimal', 'optimal']","[-9.663300818549188e-14, 1.000000000000903, 'optimal', 'optimal']","[-1.2755798968702716e-13, 1.0000000000006737, 'optimal', 'optimal']","[-1.619469563108067e-13, 1.0000000000010218, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,1,"[None, None, 'infeasible', 'unbounded']","[None, None, 'infeasible', 'infeasible']","[None, None, 'infeasible', 'infeasible']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,1,"[0.4996621621499255, 1.1088573360381162, 'optimal', 'optimal']","[-3.089336757113773e-14, 1.0000000000001317, 'optimal', 'optimal']","[-4.240268787601538e-13, 1.0000000000009195, 'optimal', 'optimal']","[-3.113083834180335e-13, 0.835707601198027, 'optimal', 'optimal']","[-2.8698603493050773e-13, 0.5430686201428432, 'optimal', 'optimal']","[-3.023342115099893e-13, 0.543068620190412, 'optimal', 'optimal']","[-3.180192033504369e-13, 0.5430686201428028, 'optimal', 'optimal']","[-3.4715881906946593e-13, 0.4592716934661105, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
