,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140,mu_141,mu_142,mu_143,mu_144,mu_145,mu_146,mu_147,mu_148,mu_149,mu_150,mu_151,mu_152,mu_153,mu_154,mu_155,mu_156,mu_157,mu_158,mu_159,mu_160,mu_161,mu_162,mu_163,mu_164,mu_165,mu_166,mu_167,mu_168,mu_169,mu_170,mu_171,mu_172,mu_173,mu_174,mu_175,mu_176,mu_177,mu_178,mu_179,mu_180,mu_181,mu_182,mu_183,mu_184,mu_185,mu_186,mu_187,mu_188,mu_189,mu_190,mu_191,mu_192,mu_193,mu_194,mu_195,mu_196,mu_197,mu_198,mu_199,mu_200,mu_201,mu_202,mu_203,mu_204,mu_205,mu_206,mu_207,mu_208,mu_209,mu_210,mu_211,mu_212,mu_213,mu_214,mu_215,mu_216,mu_217,mu_218,mu_219,mu_220,mu_221,mu_222,mu_223,mu_224,mu_225,mu_226,mu_227,mu_228,mu_229,mu_230,mu_231,mu_232,mu_233,mu_234,mu_235,mu_236,mu_237,mu_238,mu_239,mu_240,mu_241,mu_242,mu_243,mu_244,mu_245,mu_246,mu_247,mu_248,mu_249,mu_250,mu_251,mu_252,mu_253,mu_254,mu_255,mu_256,mu_257,mu_258,mu_259,mu_260,mu_261,mu_262,mu_263
380,1,"[0.29545454545425115, 1.293013555788271, 'optimal', 'optimal']","[-4.843057554070537e-14, 1.0000000000004614, 'optimal', 'optimal']","[-1.1217370495680304e-14, 1.0000000000002773, 'optimal', 'optimal']","[-1.0969058450500591e-14, 1.0000000000008544, 'optimal', 'optimal']","[-8.325337384138829e-15, 0.8804310045212759, 'optimal', 'optimal']","[-1.0601748793515427e-14, 0.8804310045206911, 'optimal', 'optimal']","[-1.2665257938933387e-14, 0.8804310045192417, 'optimal', 'optimal']","[-1.3696123276417338e-14, 0.8120524852337835, 'optimal', 'optimal']","[-1.351547043884198e-14, 0.6613342150122661, 'optimal', 'optimal']","[-1.3351845324070822e-14, 0.6613342150132341, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,1,"[0.044444444416708216, 3.9365079365084776, 'optimal', 'optimal']","[-5.399924672426482e-16, 0.9999999999999287, 'optimal', 'optimal']","[-3.780110794760597e-16, 0.9999999999995896, 'optimal', 'optimal']","[4.813904285558528e-15, 0.999999999999749, 'optimal', 'optimal']","[7.055803123486509e-16, 0.9999999999997832, 'optimal', 'optimal']","[5.4058746636980414e-15, 0.9999999999999772, 'optimal', 'optimal']","[-4.774310351823714e-16, 0.9999999999994512, 'optimal', 'optimal']","[-5.007207636394905e-16, 0.999999999999259, 'optimal', 'optimal']","[-5.079646890338335e-16, 0.9999999999999581, 'optimal', 'optimal']","[-4.706806727963671e-16, 0.9999999999997997, 'optimal', 'optimal']","[-4.540620926826627e-16, 0.9999999999996834, 'optimal', 'optimal']","[-4.570953417690145e-16, 0.9999999999996871, 'optimal', 'optimal']","[-4.7707012877245005e-16, 0.9999999999996161, 'optimal', 'optimal']","[-4.542774220941221e-16, 0.9999999999996527, 'optimal', 'optimal']","[-4.521931261053576e-16, 0.9999999999998893, 'optimal', 'optimal']","[-4.64026343400999e-16, 0.9999999999994811, 'optimal', 'optimal']","[-5.109643406806085e-16, 0.9999999999999867, 'optimal', 'optimal']","[-5.002319324236846e-16, 0.9999999999995389, 'optimal', 'optimal']","[-4.970417517391687e-16, 0.9999999999989607, 'optimal', 'optimal']","[-4.9758948953036e-16, 0.9999999999999803, 'optimal', 'optimal']","[-5.163300152093021e-16, 0.9999999999992079, 'optimal', 'optimal']","[-5.227732159969136e-16, 0.9999999999998126, 'optimal', 'optimal']","[-5.39624264377528e-16, 0.9999999999997877, 'optimal', 'optimal']","[-5.284549546122602e-16, 0.999999999999975, 'optimal', 'optimal']","[-5.284173708070878e-16, 0.9999999999999599, 'optimal', 'optimal']","[-5.288277061295484e-16, 0.9999999999999418, 'optimal', 'optimal']","[-5.328436530856229e-16, 0.9999999999999444, 'optimal', 'optimal']","[-5.30048396669595e-16, 0.9999999999996433, 'optimal', 'optimal']","[-5.312918780306671e-16, 0.9999999999996226, 'optimal', 'optimal']","[-5.371399537644695e-16, 0.9999999999999797, 'optimal', 'optimal']","[-5.356346457335974e-16, 0.9999999999998777, 'optimal', 'optimal']","[-5.39496126396785e-16, 0.9999999999996028, 'optimal', 'optimal']","[-5.531610419961043e-16, 0.9999999999999591, 'optimal', 'optimal']","[-5.694144012596225e-16, 0.9999999999997569, 'optimal', 'optimal']","[-5.6509957984142e-16, 0.999999999999941, 'optimal', 'optimal']","[-5.672804835778455e-16, 0.9999999999999408, 'optimal', 'optimal']","[-5.743909259847385e-16, 0.999999999999919, 'optimal', 'optimal']","[-5.718401094426723e-16, 0.9999999999999434, 'optimal', 'optimal']","[-5.591461716313359e-16, 0.9999999999999473, 'optimal', 'optimal']","[-5.567039080617107e-16, 0.9999999999999256, 'optimal', 'optimal']","[-5.591569294954325e-16, 0.9999999999999337, 'optimal', 'optimal']","[-5.615156631136311e-16, 0.9999999999999474, 'optimal', 'optimal']","[-5.556344953655504e-16, 0.9999999999999349, 'optimal', 'optimal']","[-5.634173884347506e-16, 0.9999999999999335, 'optimal', 'optimal']","[-5.70482439997268e-16, 0.99999999999994, 'optimal', 'optimal']","[-5.69760070621379e-16, 0.9999999999999383, 'optimal', 'optimal']","[-5.654448742832314e-16, 0.9999999999999383, 'optimal', 'optimal']","[-5.610108757149475e-16, 0.99999999999994, 'optimal', 'optimal']","[-5.532599818339509e-16, 0.9999999999999417, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,1,"[0.46153846153610234, 1.8035043804762465, 'optimal', 'optimal']","[-3.5491904984487574e-15, 1.0000000000000708, 'optimal', 'optimal']","[-3.2493774515630376e-13, 1.0000000000000941, 'optimal', 'optimal']","[-3.200479870434044e-13, 1.0000000000000508, 'optimal', 'optimal']","[-2.8427616977289035e-13, 1.0000000000001017, 'optimal', 'optimal']","[-2.598306847923814e-13, 1.0000000000000886, 'optimal', 'optimal']","[-2.3554143642217134e-13, 1.0000000000000662, 'optimal', 'optimal']","[-2.2937784363883023e-13, 1.0000000000001048, 'optimal', 'optimal']","[-2.1779531329045833e-13, 1.0000000000000617, 'optimal', 'optimal']","[-2.323890810385566e-13, 1.0000000000002252, 'optimal', 'optimal']","[-2.566389318031759e-13, 1.00000000000042, 'optimal', 'optimal']","[-2.4797915216522273e-13, 1.0000000000000997, 'optimal', 'optimal']","[-2.5228779770204477e-13, 1.0000000000000844, 'optimal', 'optimal']","[-2.6858384943388525e-13, 1.0000000000001499, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,1,"[1.1499999999997033, 2.477272727329226, 'optimal', 'optimal']","[-7.643765432280935e-14, 0.7695652173984591, 'optimal', 'optimal']","[-7.814826465606078e-14, 1.000000000000091, 'optimal', 'optimal']","[-7.527592102266489e-14, 1.0000000000002818, 'optimal', 'optimal']","[-8.476787586665931e-14, 1.0000000000003635, 'optimal', 'optimal']","[-7.048791003291136e-14, 1.0000000000005849, 'optimal', 'optimal']","[-6.342862845041125e-14, 0.9973649539024001, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,1,"[0.6153846153844943, 2.2000000000035906, 'optimal', 'optimal']","[-1.1690428450910414e-13, 1.0000000000002272, 'optimal', 'optimal']","[-1.5580423295694848e-13, 1.0000000000001732, 'optimal', 'optimal']","[-1.771068309964346e-13, 1.000000000000163, 'optimal', 'optimal']","[-2.0521469690163793e-13, 1.0000000000001712, 'optimal', 'optimal']","[-1.8903212101160354e-13, 1.0000000000003313, 'optimal', 'optimal']","[-1.5931890920466148e-13, 1.0000000000009561, 'optimal', 'optimal']","[-1.3209388285023066e-13, 1.000000000001021, 'optimal', 'optimal']","[-1.288628926112121e-13, 1.000000000001046, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,1,"[0.5167958656329064, 2.2200357781765336, 'optimal', 'optimal']","[-3.2818247872652694e-14, 1.0000000000001725, 'optimal', 'optimal']","[-5.109180519321956e-14, 1.000000000000202, 'optimal', 'optimal']","[-5.100217996351302e-14, 1.0000000000001195, 'optimal', 'optimal']","[-4.778496803874728e-14, 1.0000000000001044, 'optimal', 'optimal']","[-4.5446720281559946e-14, 1.0000000000000795, 'optimal', 'optimal']","[-4.4868484045438543e-14, 1.0000000000050235, 'optimal', 'optimal']","[-4.8454358350014475e-14, 1.0000000000000908, 'optimal', 'optimal']","[-4.9862502518603217e-14, 1.000000000000162, 'optimal', 'optimal']","[-4.609060949476382e-14, 1.0000000000002176, 'optimal', 'optimal']","[-4.416227004351976e-14, 1.000000000000317, 'optimal', 'optimal']","[-4.4057344016160607e-14, 1.000000000000478, 'optimal', 'optimal']","[-4.3721006656709876e-14, 1.0000000000061189, 'optimal', 'optimal']","[-4.390563647556e-14, 1.0000000000059797, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,1,"[0.4999999999997483, 2.1111111111135723, 'optimal', 'optimal']","[-8.280645510670787e-14, 1.0000000000006966, 'optimal', 'optimal']","[-1.3158730114282343e-13, 1.0000000000005045, 'optimal', 'optimal']","[-1.38322944890543e-13, 1.0000000000003213, 'optimal', 'optimal']","[-1.3825584973054487e-13, 1.000000000000189, 'optimal', 'optimal']","[-1.4869589789977777e-13, 1.0000000000001865, 'optimal', 'optimal']","[-1.5565812528438049e-13, 1.000000000000205, 'optimal', 'optimal']","[-1.5835748204167519e-13, 1.00000000000035, 'optimal', 'optimal']","[-1.3728084093871862e-13, 1.0000000000004088, 'optimal', 'optimal']","[-1.1447181812327789e-13, 1.0000000000004914, 'optimal', 'optimal']","[-1.0928572142014589e-13, 1.0000000000006544, 'optimal', 'optimal']","[-1.3289926688606804e-13, 1.0000000000007983, 'optimal', 'optimal']","[-1.1805542720521632e-13, 1.0000000000047444, 'optimal', 'optimal']","[-1.1753404333442759e-13, 0.9809641640086548, 'optimal', 'optimal']","[-1.1693970634786753e-13, 0.9809641640086392, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,1,"[0.44285714285669636, 0.5169354838710344, 'optimal', 'optimal']","[0.6764128629349542, 1.000000000001475, 'optimal', 'optimal']","[-4.771001903397909e-14, 0.32358713703769876, 'optimal', 'optimal']","[-5.8113466371056984e-15, 0.32358713704110414, 'optimal', 'optimal']","[-6.717902306630216e-15, 0.32358713704542474, 'optimal', 'optimal']","[-5.08219495161964e-15, 0.3235871370742981, 'optimal', 'optimal']","[-3.114380040276007e-13, 0.28331342095258083, 'optimal', 'optimal']","[-3.2940619180844037e-13, 0.2261772339663087, 'optimal', 'optimal']","[-3.185488211380672e-13, 0.19099654797416984, 'optimal', 'optimal']","[-3.271343673710728e-13, 0.19099654797424664, 'optimal', 'optimal']","[-3.810092114990002e-13, 0.19099654804736535, 'optimal', 'optimal']","[-5.64888863557769e-15, 0.19099654802158883, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,1,"[0.4912280697906674, 0.883720930233887, 'optimal', 'optimal']","[0.451629327818622, 1.0000000000001887, 'optimal', 'optimal']","[-5.732462043938007e-13, 0.5202812331102075, 'optimal', 'optimal']","[-5.343441765381158e-13, 0.27619867930650904, 'optimal', 'optimal']","[-6.817578917282995e-13, 0.2761986793340061, 'optimal', 'optimal']","[-7.33486069529115e-13, 0.19642559574673304, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,1,"[0.8148148148141456, 2.03184230482272, 'optimal', 'optimal']","[-2.01778657903794e-13, 1.0000000000004072, 'optimal', 'optimal']","[-2.625675096196551e-14, 1.0000000000006606, 'optimal', 'optimal']","[-1.9699030862868194e-12, 1.00000000000138, 'optimal', 'optimal']","[-1.629770459751e-12, 0.52603459502429, 'optimal', 'optimal']","[-1.6469563231298153e-12, 0.5260345950269681, 'optimal', 'optimal']","[-1.635971318542759e-12, 0.5260345950274624, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,1,"[1.3076923076353177, 3.0000000000564766, 'optimal', 'optimal']","[-2.731183623673558e-12, 1.0000000000015976, 'optimal', 'optimal']","[-1.6043199088014038e-12, 1.0000000000018336, 'optimal', 'optimal']","[-1.1057785263508662e-12, 1.0000000000119749, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,1,"[1.5333333333255792, 3.8760416666798956, 'optimal', 'optimal']","[-7.023309963268077e-13, 1.0000000000006446, 'optimal', 'optimal']","[-8.557050302565918e-14, 1.0000000000020017, 'optimal', 'optimal']","[-7.797842494613131e-14, 1.0000000000002736, 'optimal', 'optimal']","[-7.281536121367988e-14, 1.0000000000001, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,1,"[0.02857142856680401, 1.000000000012129, 'optimal', 'optimal']","[-4.79981597024432e-15, 0.9999999999999194, 'optimal', 'optimal']","[-4.254405103769789e-15, 0.9999999999996532, 'optimal', 'optimal']","[-3.6169953595932786e-15, 0.9999999999999655, 'optimal', 'optimal']","[-3.639997951206403e-15, 0.9999999999999506, 'optimal', 'optimal']","[-4.6822936844636305e-15, 0.999999999999988, 'optimal', 'optimal']","[-3.847882296618353e-15, 0.9999999999999213, 'optimal', 'optimal']","[-3.853495558436329e-15, 0.9999999999999282, 'optimal', 'optimal']","[-3.823331315245075e-15, 0.999999999999947, 'optimal', 'optimal']","[-3.8878797281961445e-15, 0.9999999999999684, 'optimal', 'optimal']","[-4.142826181406625e-15, 0.9999999999999639, 'optimal', 'optimal']","[-3.896029009444886e-15, 0.9999999999999579, 'optimal', 'optimal']","[-4.032030918172887e-15, 0.9999999999999567, 'optimal', 'optimal']","[-4.0240142082951924e-15, 0.9999999999999517, 'optimal', 'optimal']","[-3.98926138358518e-15, 0.9999999999999634, 'optimal', 'optimal']","[-3.880659423348477e-15, 0.9999999999999637, 'optimal', 'optimal']","[-3.842839720087837e-15, 0.9999999999999708, 'optimal', 'optimal']","[-3.8090237723613224e-15, 0.999999999999982, 'optimal', 'optimal']","[-3.8131293687448424e-15, 0.9999999999999367, 'optimal', 'optimal']","[-3.811970887587157e-15, 0.9999999999999455, 'optimal', 'optimal']","[-3.810324037892208e-15, 0.9999999999999496, 'optimal', 'optimal']","[-3.822587348542421e-15, 0.9999999999999458, 'optimal', 'optimal']","[-3.813038998181435e-15, 0.9999999999999551, 'optimal', 'optimal']","[-3.840310825305504e-15, 0.999999999999951, 'optimal', 'optimal']","[-3.82631992775999e-15, 0.9999999999999633, 'optimal', 'optimal']","[-3.785602812840228e-15, 0.9999999999999657, 'optimal', 'optimal']","[-3.742126949742281e-15, 0.999999999999966, 'optimal', 'optimal']","[-3.644578096688168e-15, 0.9999999999999688, 'optimal', 'optimal']","[-4.137380867475152e-15, 0.9999999999999675, 'optimal', 'optimal']","[-3.906215187670282e-15, 0.9999999999999667, 'optimal', 'optimal']","[-3.91054834075929e-15, 0.9999999999999691, 'optimal', 'optimal']","[-3.874970296818013e-15, 0.9999999999999716, 'optimal', 'optimal']","[-3.842468413859264e-15, 0.9999999999999729, 'optimal', 'optimal']","[-3.803291018860927e-15, 0.9999999999999747, 'optimal', 'optimal']","[-3.7342533593804985e-15, 0.9999999999999593, 'optimal', 'optimal']","[-4.17680151283679e-15, 0.9999999999999692, 'optimal', 'optimal']","[-3.965152108175136e-15, 0.9999999999999699, 'optimal', 'optimal']","[-3.884154309843688e-15, 0.999999999999974, 'optimal', 'optimal']","[-3.757423943283547e-15, 0.9999999999999726, 'optimal', 'optimal']","[-3.564187401532758e-15, 0.9999999999999751, 'optimal', 'optimal']","[-3.9067119694431024e-15, 0.9999999999999686, 'optimal', 'optimal']","[-3.533529707507166e-15, 0.999999999999974, 'optimal', 'optimal']","[-3.8484764967054025e-15, 0.999999999999972, 'optimal', 'optimal']","[-4.044923802371705e-15, 0.999999999999959, 'optimal', 'optimal']","[-4.243446029545562e-15, 0.9999999999999638, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,1,"[10.899999999762187, 129.00000000692336, 'optimal', 'optimal']","[1.8277810400017234e-14, 0.9999999999246333, 'optimal', 'optimal']","[2.2923596803462513e-14, 0.9999999999863844, 'optimal', 'optimal']","[2.4233670417777186e-14, 0.9999999999605554, 'optimal', 'optimal']","[2.8424631943609634e-14, 0.9999999999760407, 'optimal', 'optimal']","[2.8633433245974644e-14, 0.9999999999881921, 'optimal', 'optimal']","[2.8591184718752624e-14, 0.9999999999928044, 'optimal', 'optimal']","[2.8199894685189306e-14, 0.9999999999937268, 'optimal', 'optimal']","[2.861670211839133e-14, 0.9999999999883157, 'optimal', 'optimal']","[2.8242666503334172e-14, 0.9999999999858262, 'optimal', 'optimal']","[2.839160480359055e-14, 0.9999999999828065, 'optimal', 'optimal']","[2.8182518732341988e-14, 0.999999999980018, 'optimal', 'optimal']","[2.886654776860295e-14, 0.9999999999777015, 'optimal', 'optimal']","[2.850360234253512e-14, 0.9999999999780248, 'optimal', 'optimal']","[2.788998521660146e-14, 0.9999999999776559, 'optimal', 'optimal']","[2.901304573673333e-14, 0.9999999999781417, 'optimal', 'optimal']","[2.9913171994291625e-14, 0.999999999976754, 'optimal', 'optimal']","[2.95812788525522e-14, 0.9999999999768019, 'optimal', 'optimal']","[3.005647058987834e-14, 0.9999999999762008, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,1,"[None, None, 'infeasible', 'infeasible']","[None, None, 'infeasible', 'infeasible']","[None, None, 'infeasible', 'infeasible']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,1,"[0.46153846153667755, 1.9473684210696494, 'optimal', 'optimal']","[-9.146552972081974e-14, 1.0000000000035096, 'optimal', 'optimal']","[-9.667284872775451e-14, 1.0000000000000748, 'optimal', 'optimal']","[-1.0540119083099601e-13, 1.0000000000000562, 'optimal', 'optimal']","[-1.1194007957868886e-13, 1.0000000000000635, 'optimal', 'optimal']","[-1.2039952560651034e-13, 1.0000000000000784, 'optimal', 'optimal']","[-1.2510528310859167e-13, 1.0000000000000622, 'optimal', 'optimal']","[-1.4040683050666086e-13, 0.9717348927880846, 'optimal', 'optimal']","[-1.5906132931561632e-13, 0.9644506002167408, 'optimal', 'optimal']","[-1.8720056255054755e-13, 0.9644506002147157, 'optimal', 'optimal']","[-1.730178249779671e-13, 0.9644506002353045, 'optimal', 'optimal']","[-1.7547470397637261e-13, 0.9644506001854449, 'optimal', 'optimal']","[-2.0289763567934795e-13, 0.9644506001861456, 'optimal', 'optimal']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
