"","x"
"1358","Smarce1"
"1359","Smc4"
"1360","Smc6"
"1361","Smoc2"
"1362","Smpd1"
"1363","Smu1"
"1364","Smyd2"
"1365","Snap47"
"1366","Snapin"
"1367","Snd1"
"1368","Snhg3"
"1369","Snhg6"
"1370","Snrnp70"
"1371","Snrpa1"
"1372","Snrpb"
"1373","Snrpb2"
"1374","Snrpe"
"1375","Snw1"
"1376","Snx10"
"1377","Snx17"
"1378","Snx18"
"1379","Snx3"
"1380","Snx4"
"1381","Snx6"
"1382","Snx7"
"1383","Soat1"
"1384","Socs5"
"1385","Sod1"
"1386","Son"
"1387","Sorbs1"
"1388","Sox11"
"1389","Specc1l"
"1390","Spg20"
"1391","Spg21"
"1392","Spop"
"1393","Sqstm1"
"1394","Sri"
"1395","Srm"
"1396","Srp14"
"1397","Srp19"
"1398","Srp68"
"1399","Srp72"
"1400","Srpr"
"1401","Srprb"
"1402","Srrt"
"1403","Srsf11"
"1404","Srsf3"
"1405","Srsf5"
"1406","Srsf6"
"1407","Srsf9"
"1408","Ssb"
"1409","Ssbp1"
"1410","Ssbp3"
"1411","Ssna1"
"1412","Ssr1"
"1413","Ssrp1"
"1414","Sssca1"
"1415","Ssu72"
"1416","St3gal2"
"1417","Stat3"
"1418","Stat6"
"1419","Steap1"
"1420","Steap2"
"1421","Stip1"
"1422","Stk16"
"1423","Stk25"
"1424","Stoml2"
"1425","Strap"
"1426","Stt3a"
"1427","Stt3b"
"1428","Stx12"
"1429","Stx7"
"1430","Sub1"
"1431","Sucla2"
"1432","Suclg1"
"1433","Sugt1"
"1434","Sumf1"
"1435","Surf1"
"1436","Surf4"
"1437","Svep1"
"1438","Syf2"
"1439","Syngr2"
"1440","Synj2bp"
"1441","Sypl"
"1442","Taf9"
"1443","Tagln"
"1444","Tagln2"
"1445","Tank"
"1446","Taok1"
"1447","Tardbp"
"1448","Tars"
"1449","Tax1bp1"
"1450","Tbc1d9b"
"1451","Tbcb"
"1452","Tbl3"
"1453","Tbrg1"
"1454","Tceb1"
"1455","Tcf25"
"1456","Tcn2"
"1457","Tead1"
"1458","Tecr"
"1459","Tes"
"1460","Tex261"
"1461","Tex264"
"1462","Tfpi"
"1463","Tgfb1i1"
"1464","Tgfb3"
"1465","Tgoln1"
"1466","Thap7"
"1467","Thbs1"
"1468","Thbs2"
"1469","Thoc7"
"1470","Timm13"
"1471","Timm22"
"1472","Timm50"
"1473","Timp2"
"1474","Timp3"
"1475","Tinagl1"
"1476","Tiprl"
"1477","Tkt"
"1478","Tln1"
"1479","Tm2d1"
"1480","Tm2d2"
"1481","Tm4sf1"
"1482","Tm9sf1"
"1483","Tm9sf2"
"1484","Tm9sf3"
"1485","Tmbim1"
"1486","Tmbim4"
"1487","Tmbim6"
"1488","Tmco3"
"1489","Tmed1"
"1490","Tmed10"
"1491","Tmed3"
"1492","Tmed5"
"1493","Tmed7"
"1494","Tmed9"
"1495","Tmem106b"
"1496","Tmem109"
"1497","Tmem119"
"1498","Tmem120a"
"1499","Tmem123"
"1500","Tmem126a"
"1501","Tmem127"
"1502","Tmem134"
"1503","Tmem147"
"1504","Tmem14c"
"1505","Tmem161a"
"1506","Tmem165"
"1507","Tmem167b"
"1508","Tmem184b"
"1509","Tmem192"
"1510","Tmem205"
"1511","Tmem208"
"1512","Tmem214"
"1513","Tmem222"
"1514","Tmem223"
"1515","Tmem30a"
"1516","Tmem33"
"1517","Tmem43"
"1518","Tmem45a"
"1519","Tmem5"
"1520","Tmem50a"
"1521","Tmem55b"
"1522","Tmem59"
"1523","Tmem66"
"1524","Tmem70"
"1525","Tmem9"
"1526","Tmem97"
"1527","Tmem9b"
"1528","Tmf1"
"1529","Tmsb10"
"1530","Tmx1"
"1531","Tnc"
"1532","Tnfaip1"
"1533","Tnfrsf12a"
"1534","Tnfrsf1a"
"1535","Tnpo3"
"1536","Tns1"
"1537","Tns3"
"1538","Tomm22"
"1539","Tomm6"
"1540","Tomm7"
"1541","Tomm70a"
"1542","Tor1a"
"1543","Tor1aip2"
"1544","Tor1b"
"1545","Tpd52l2"
"1546","Tpm4"
"1547","Tpp1"
"1548","Tpr"
"1549","Tprgl"
"1550","Tpst2"
"1551","Tra2a"
"1552","Tra2b"
"1553","Tram1"
"1554","Trap1"
"1555","Trappc2l"
"1556","Trappc6a"
"1557","Trappc6b"
"1558","Trim3"
"1559","Trim35"
"1560","Triobp"
"1561","Trip6"
"1562","Trp53"
"1563","Trpc4ap"
"1564","Trrap"
"1565","Tsc22d1"
"1566","Tsc22d4"
"1567","Tsg101"
"1568","Tsku"
"1569","Tsn"
"1570","Tspan3"
"1571","Tspan31"
"1572","Tspo"
"1573","Tspyl1"
"1574","Tsta3"
"1575","Ttc1"
"1576","Ttc39b"
"1577","Tubb2a"
"1578","Tufm"
"1579","Txn2"
"1580","Txndc15"
"1581","Txnl1"
"1582","Txnl4a"
"1583","Txnrd1"
"1584","U2af1l4"
"1585","Uba2"
"1586","Uba3"
"1587","Uba5"
"1588","Ubac2"
"1589","Ubc"
"1590","Ube2f"
"1591","Ube2h"
"1592","Ube2j1"
"1593","Ube2k"
"1594","Ube2l3"
"1595","Ube2w"
"1596","Ube3b"
"1597","Ubl7"
"1598","Ubqln1"
"1599","Ubr2"
"1600","Ubxn1"
"1601","Ubxn4"
"1602","Uchl3"
"1603","Ufc1"
"1604","Ufd1l"
"1605","Ufsp2"
"1606","Ugdh"
"1607","Uggt1"
"1608","Ugp2"
"1609","Unc5b"
"1610","Uqcrc1"
"1611","Uqcrc2"
"1612","Uqcrfs1"
"1613","Usp14"
"1614","Usp16"
"1615","Usp39"
"1616","Usp4"
"1617","Usp47"
"1618","Utp11l"
"1619","Utp18"
"1620","Utrn"
"1621","Vamp3"
"1622","Vapa"
"1623","Vapb"
"1624","Vat1"
"1625","Vcam1"
"1626","Vcan"
"1627","Vcl"
"1628","Vcp"
"1629","Vdac1"
"1630","Vdac2"
"1631","Vgll3"
"1632","Vim"
"1633","Vkorc1"
"1634","Vmp1"
"1635","Vps25"
"1636","Vps26a"
"1637","Vps35"
"1638","Vps39"
"1639","Vps41"
"1640","Vti1b"
"1641","Wbp2"
"1642","Wbp4"
"1643","Wbscr22"
"1644","Wdr1"
"1645","Wdr12"
"1646","Wdr18"
"1647","Wdr26"
"1648","Wdr36"
"1649","Wdr61"
"1650","Wdr77"
"1651","Wipi1"
"1652","Wisp1"
"1653","Wisp2"
"1654","Wls"
"1655","Wrb"
"1656","Wsb1"
"1657","Xbp1"
"1658","Xpnpep1"
"1659","Xrn2"
"1660","Yap1"
"1661","Yars"
"1662","Yif1b"
"1663","Yipf5"
"1664","Ykt6"
"1665","Yme1l1"
"1666","Ywhab"
"1667","Zc3h11a"
"1668","Zc3h15"
"1669","Zdhhc20"
"1670","Zdhhc3"
"1671","Zfand6"
"1672","Zfp266"
"1673","Zfp706"
"1674","Zfyve21"
"1675","Zmiz1"
"1676","Zmpste24"
"1677","Znhit1"
"1678","Zwint"
"1679","Zyx"
"1680","l7Rn6"
